Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Tomáš Satoranský,,5,4.7,0.6
Kemba Walker,95.6,5.1,4.8,0.3
Jodie Meeks,90.3,5.1,4.1,0.9
Sherman Douglas,90.2,5.4,4.4,1
Lenny Wilkens,90.0,4.9,4,0.4
Fred VanVleet,89.8,4.7,4.3,0.2
Paul Hoffman,89.0,4.7,4.1,0.8
Luke Ridnour,88.7,5.4,4.4,1.2
Jim Spanarkel,88.6,5.5,5.2,0.4
Hubert Davis,88.0,4.8,4.2,1.2
Mario Elie,87.6,5.1,4.4,1.6
