,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2016-17,25,WAS,NBA,SG,57,719,3%,62%,35%,1%,,+2.1,+0.5,20,12,19,2,18,5,211,5,9
2017-18,26,WAS,NBA,SG,73,1643,2%,83%,15%,,,+2.7,+3.2,51,23,52,3,28,8,660,7,22
2018-19,27,WAS,NBA,PG,80,2164,82%,18%,,,,-1.6,+3.0,79,27,82,4,63,14,949,10,24
2019-20,28,CHI,NBA,PG,65,1878,53%,47%,,,,-2.5,+2.0,88,25,60,6,51,21,849,15,31
Career,,,NBA,,275,6404,44%,48%,8%,,,-0.4,+2.5,238,87,213,15,160,48,2669,37,86
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,WAS,NBA,,210,4526,40%,49%,11%,,,+0.6,+2.7,150,62,153,9,109,27,1820,22,55
1 season,,CHI,NBA,,65,1878,53%,47%,,,,-2.5,+2.0,88,25,60,6,51,21,849,15,31
