,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2016-17,25,WAS,NBA,SG,57,719,.418,11.6,.747,.322,.219,.123,.082,.253,.477,.468,.500,.444,.500,.243,.404,.041,3,1.000,.297,.364,1,0
2017-18,26,WAS,NBA,SG,73,1643,.523,11.9,.737,.266,.224,.122,.125,.263,.544,.696,.512,.404,.417,.465,.526,.042,13,1.000,.406,.488,2,0
2018-19,27,WAS,NBA,PG,80,2164,.485,12.2,.694,.317,.198,.104,.075,.306,.524,.702,.448,.255,.350,.395,.477,.055,25,.969,.265,.372,2,0
2019-20,28,CHI,NBA,PG,65,1878,.430,12.7,.639,.287,.212,.100,.040,.361,.491,.595,.402,.473,.273,.322,.341,.034,17,.906,.286,.368,0,0
Career,,,NBA,,275,6404,.469,12.2,.690,.295,.211,.109,.076,.310,.514,.642,.453,.383,.377,.369,.442,.043,58,.957,.305,.401,5,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,WAS,NBA,,210,4526,.490,12.0,.717,.299,.210,.113,.094,.283,.525,.666,.480,.342,.400,.400,.486,.048,41,.983,.317,.421,5,0
1 season,,CHI,NBA,,65,1878,.430,12.7,.639,.287,.212,.100,.040,.361,.491,.595,.402,.473,.273,.322,.341,.034,17,.906,.286,.368,0,0
