Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1948-49,29,ROC,BAA,PG,4,NA,NA,0.423,0.255,NA,NA,NA,NA,NA,0.2,0.2,0.4,NA
1949-50,30,ROC,NBA,PG,2,NA,NA,0.365,0.471,NA,NA,NA,NA,NA,0,-0.1,-0.1,NA
1950-51,31,ROC,NBA,PG,14,NA,NA,0.412,0.342,NA,NA,NA,NA,NA,0.1,0.7,0.8,NA
1951-52,32,ROC,NBA,PG,6,233,20.6,0.512,0.598,NA,NA,NA,30,NA,0.6,0.3,0.9,0.187
1952-53,33,ROC,NBA,PG,3,91,9,0.344,0.69,NA,NA,NA,41.4,NA,-0.2,0.2,0,-0.022
1953-54,34,ROC,NBA,PG,6,172,9.4,0.41,0.442,NA,NA,NA,17.6,NA,-0.1,0,-0.1,-0.016
1954-55,35,ROC,NBA,PG,3,75,6.9,0.36,0.121,NA,NA,NA,22.2,NA,-0.1,0.1,0,-0.016
Career,NA,,TOT,,38,571,13.6,0.424,0.4,NA,NA,NA,27,NA,0.5,1.5,1.9,0.066
,NA,,NBA,,34,571,13.6,0.424,0.416,NA,NA,NA,27,NA,0.2,1.3,1.5,0.066
,NA,,BAA,,4,NA,NA,0.423,0.255,NA,NA,NA,NA,NA,0.2,0.2,0.4,NA
