Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,29,ROC,BAA,PG,60,NA,NA,5.3,14.5,0.364,4.5,5.8,0.776,NA,5.4,3.3,15.1
1949-50,30,ROC,NBA,PG,64,NA,NA,5,13.9,0.357,4.1,5.4,0.752,NA,4.6,2.9,14
1950-51,31,ROC,NBA,PG,63,NA,NA,5.2,13.9,0.372,4.8,6,0.795,3.1,4.6,3.3,15.2
1951-52,32,ROC,NBA,PG,65,NA,36.8,5.8,15.2,0.383,4.5,5.8,0.776,2.9,6,4.1,16.2
1952-53,33,ROC,NBA,PG,66,NA,33.6,5.1,13.3,0.385,5.3,7.1,0.753,3,4.2,4,15.6
1953-54,34,ROC,NBA,PG,72,NA,29.7,4,10.8,0.371,4.3,6,0.718,2.7,4.5,3.1,12.3
1954-55,35,ROC,NBA,PG,72,NA,26,4.5,10.9,0.415,3.1,4.1,0.751,2.8,4.9,3.1,12.1
Career,NA,,TOT,,462,NA,31.3,5,13.1,0.378,4.4,5.7,0.759,2.9,4.9,3.4,14.3
,NA,,NBA,,402,NA,31.3,4.9,12.9,0.38,4.3,5.7,0.757,2.9,4.8,3.4,14.2
,NA,,BAA,,60,NA,NA,5.3,14.5,0.364,4.5,5.8,0.776,NA,5.4,3.3,15.1
