,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1971-72,22,TOT,ABA,,13,,0,,,,6,7,,,,,,,,,31
1971-72,22,CAR,ABA,,11,,0,,,,5,6,,,,,,,,,23
1971-72,22,MMP,ABA,,13,,0,,,,6,7,,,,,,,,,31
1972-73,23,MMT,ABA,,15,,1,,,,8,11,,,,,,,,,36
1973-74,24,MMT,ABA,,12,,0,,,,6,7,,,,,,,,,26
1974-75,25,UTS,ABA,,10,,0,,,,7,9,,,,,,,,,22
1975-76,26,TOT,ABA,,12,,0,,,,7,8,,,,,,,,,29
1975-76,26,UTS,ABA,,12,,0,,,,7,8,,,,,,,,,29
1975-76,26,SSL,ABA,,10,,0,,,,6,7,,,,,,,,,21
1976-77,27,ATL,NBA,,11,,,,,,4,7,,,,,,,,,25
Career,,,TOT,,15,,,,,,8,11,,,,,,,,,36
,,,NBA,,11,,,,,,4,7,,,,,,,,,25
,,,ABA,,15,,1,,,,8,11,,,,,,,,,36
,,,,,,,,,,,,,,,,,,,,,
3 Seasons,,"MMP,MMT",ABA,,15,,1,,,,8,11,,,,,,,,,36
2 Seasons,,UTS,ABA,,12,,0,,,,7,9,,,,,,,,,29
2 Seasons,,"CAR,SSL",ABA,,11,,0,,,,6,7,,,,,,,,,23
1 Season,,ATL,NBA,,11,,,,,,4,7,,,,,,,,,25
