Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1967-68,22,DET,NBA,PF,2,NA,6,12,24,0.5,NA,NA,NA,12,24,0.5,0,0,NA,NA,NA,12,0,NA,NA,0,24
1969-70,24,NYA,ABA,PF,7,NA,281,6.1,12.4,0.495,0.1,0.5,0.25,6,11.9,0.505,3.3,5,0.667,NA,NA,9.1,1.2,NA,NA,NA,15.8
1970-71,25,NYA,ABA,PF,5,NA,32,5.6,11.3,0.5,0,0,NA,5.6,11.3,0.5,1.1,4.5,0.25,4.5,7.9,12.4,1.1,NA,1.1,11.3,12.4
Career,NA,,TOT,,14,NA,319,6.2,12.5,0.495,0.1,0.5,0.25,6.1,12.1,0.505,3,4.9,0.628,4.5,7.9,9.5,1.1,NA,1.1,1.1,15.6
,NA,,ABA,,12,NA,313,6.1,12.3,0.495,0.1,0.5,0.25,6,11.8,0.505,3.1,4.9,0.628,4.5,7.9,9.4,1.2,NA,1.1,1.2,15.4
,NA,,NBA,,2,NA,6,12,24,0.5,NA,NA,NA,12,24,0.5,0,0,NA,NA,NA,12,0,NA,NA,0,24
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,NYA,ABA,,12,NA,313,6.1,12.3,0.495,0.1,0.5,0.25,6,11.8,0.505,3.1,4.9,0.628,4.5,7.9,9.4,1.2,NA,1.1,1.2,15.4
1 season,NA,DET,NBA,,2,NA,6,12,24,0.5,NA,NA,NA,12,24,0.5,0,0,NA,NA,NA,12,0,NA,NA,0,24
