Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1967-68,22,DET,NBA,PF,2,6,21.4,0.5,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0.143
1969-70,24,NYA,ABA,PF,7,281,19.1,0.539,0.041,0.402,NA,NA,12.7,4.6,NA,NA,NA,NA,0.4,0.2,0.5,0.092
1970-71,25,NYA,ABA,PF,5,32,7,0.468,0,0.4,NA,NA,NA,4.1,NA,7.8,NA,NA,0,0,0,-0.07
Career,NA,,TOT,,14,319,17.9,0.531,0.036,0.387,NA,NA,12.7,4.5,NA,7.8,NA,NA,0.4,0.1,0.5,0.077
,NA,,ABA,,12,313,17.9,0.532,0.037,0.402,NA,NA,12.7,4.6,NA,7.8,NA,NA,0.4,0.1,0.5,0.075
,NA,,NBA,,2,6,21.4,0.5,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0.143
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,NYA,ABA,,12,313,17.9,0.532,0.037,0.402,NA,NA,12.7,4.6,NA,7.8,NA,NA,0.4,0.1,0.5,0.075
1 season,NA,DET,NBA,,2,6,21.4,0.5,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,0,0.143
