,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1968-69,22,TOT,ABA,,10,,0,,,,8,12,,,,,,,,,22
1968-69,22,INA,ABA,,9,,0,,,,7,8,,,,,,,,,19
1968-69,22,MNP,ABA,,10,,0,,,,8,12,,,,,,,,,22
1969-70,23,PTP,ABA,,15,,0,,,,17,20,,,,,,,,,39
1970-71,24,PTC,ABA,,14,,0,,,,9,12,,,,,,,,,28
1971-72,25,PTC,ABA,,10,,0,,,,10,14,,,,,,,,,23
1972-73,26,CAR,ABA,,8,13,0,0,8,13,7,8,,,13,7,,,,,16
1973-74,27,CAR,ABA,,2,,0,,,,0,,,,,,,,,,4
Career,,,,,15,,0,,,,17,,,,,,,,,,39
4 Seasons,,"MNP,PTC,PTP",ABA,,15,,0,,,,17,20,,,,,,,,,39
1 Season,,INA,ABA,,9,,0,,,,7,8,,,,,,,,,19
2 Seasons,,CAR,ABA,,8,,0,,,,7,,,,,,,,,,16
