Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1972-73,24,NYA,ABA,C,1,NA,15:00,1,3,0.333,0,0,NA,1,1,1,2,5,3,0,0,1,2,3
1974-75,26,NYA,ABA,C,1,NA,18:00,2,7,0.286,0,0,NA,0,0,NA,1,4,4,1,3,1,2,4
1975-76,27,SAA,ABA,C,1,NA,20:00,4,6,0.667,0,0,NA,2,2,1,NA,2,1,NA,NA,NA,1,10
Career,NA,,ABA,,3,NA,53,7,16,0.438,0,0,NA,3,3,1,3,11,8,1,3,2,5,17
