,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2006-07,19,MISSST,35,,75,175,47,114,58,74,,98,112,35,0,,,255,.429,.412,.784,,7.3,2.8,3.2
2007-08,20,MISSST,30,,98,236,62,173,56,71,,115,77,31,2,48,,314,.415,.358,.789,,10.5,3.8,2.6
2009-10,22,NOTREDAME,35,1241,129,284,67,162,94,129,29,136,153,37,5,63,82,419,.454,.414,.729,35.5,12.0,3.9,4.4
2010-11,23,NOTREDAME,34,1202,194,405,87,200,150,184,25,131,145,41,4,81,88,625,.479,.435,.815,35.4,18.4,3.9,4.3
Career,,,134,2443,496,1100,263,649,358,458,54,480,487,144,11,192,170,1613,.451,.405,.782,35.4,12.0,3.6,3.6
