Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1948-49,23,MNL,BAA,NA,44,NA,NA,0.344,0.29,NA,NA,NA,NA,NA,-0.1,0.9,0.8,NA
Career,NA,,BAA,NA,44,NA,NA,0.344,0.29,NA,NA,NA,NA,NA,-0.1,0.9,0.8,NA
