,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2010-11,19,KENTUCKY,38,1078,161,324,68,140,79,100,19,75,62,22,6,50,85,469,.497,.486,.790,28.4,12.3,2.0,1.6
2011-12,20,KENTUCKY,40,1249,175,369,76,163,123,149,15,108,60,19,2,44,72,549,.474,.466,.826,31.2,13.7,2.7,1.5
Career,,,78,2327,336,693,144,303,202,249,34,183,122,41,8,94,157,1018,.485,.475,.811,29.8,13.1,2.3,1.6
