,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1977-78,22,SEA,NBA,,11,17,,,,,9,11,,,12,5,4,2,4,6,28,
1978-79,23,SEA,NBA,,10,18,,,,,13,15,5,15,17,8,,,,6,33,
1979-80,24,SEA,NBA,,9,17,0,1,9,17,8,11,5,11,13,8,,,6,6,20,
1981-82,26,SEA,NBA,,10,19,0,0,10,19,14,14,4,13,17,5,,,4,6,30,
1982-83,27,SEA,NBA,,8,17,0,1,8,16,7,11,5,14,15,7,2,1,4,4,23,23.0
1983-84,28,SEA,NBA,,12,24,0,1,12,24,5,6,5,13,17,2,2,2,3,6,27,20.7
1986-87,31,MIL,NBA,,8,18,0,1,8,18,7,7,5,18,21,4,3,3,4,6,21,21.4
1987-88,32,MIL,NBA,,9,17,0,1,9,17,9,10,8,9,17,4,1,2,7,5,25,26.1
1988-89,33,MIL,NBA,,10,16,2,6,10,14,4,6,3,6,9,7,2,2,4,6,24,15.7
1989-90,34,MIL,NBA,,3,8,2,3,3,6,3,4,0,5,5,2,1,2,6,5,8,4.6
1990-91,35,MIL,NBA,,3,7,1,1,2,6,1,2,2,5,6,4,4,1,2,3,7,6.9
Career,,,,,12,24,,,12,,14,15,,,21,8,,,,6,33,
6 Seasons,,SEA,NBA,,12,24,,,12,,14,15,,,17,8,,,,6,33,
5 Seasons,,MIL,NBA,,10,18,2,6,10,18,9,10,8,18,21,7,4,3,7,6,25,26.1
