Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1969-70,22,KEN,ABA,PG,2,NA,5,0,1,0,0,0,NA,0,1,0,0,0,0,NA,0,0,0,0,1,0,0
1970-71,23,CLE,NBA,PG,47,NA,823,123,310,0.397,NA,NA,NA,123,310,0.397,0.397,104,140,0.743,NA,NA,105,190,NA,105,350
1971-72,24,CLE,NBA,PG,69,NA,967,123,309,0.398,NA,NA,NA,123,309,0.398,0.398,104,128,0.813,NA,NA,129,223,NA,135,350
Career,NA,,TOT,,118,NA,1795,246,620,0.397,0,0,NA,246,620,0.397,0.397,208,268,0.776,0,0,234,413,1,240,700
,NA,,NBA,,116,NA,1790,246,619,0.397,NA,NA,NA,246,619,0.397,0.397,208,268,0.776,NA,NA,234,413,NA,240,700
,NA,,ABA,,2,NA,5,0,1,0,0,0,NA,0,1,0,0,0,0,NA,0,0,0,0,1,0,0
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,CLE,NBA,,116,NA,1790,246,619,0.397,NA,NA,NA,246,619,0.397,0.397,208,268,0.776,NA,NA,234,413,NA,240,700
1 season,NA,KEN,ABA,,2,NA,5,0,1,0,0,0,NA,0,1,0,0,0,0,NA,0,0,0,0,1,0,0
