Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2002-03,23,PHI,NBA,PG,64,504,9.5,0.502,0.267,0.302,3.7,10.2,6.9,14.3,1.8,0.9,18.1,14.3,NA,0.2,0.4,0.6,0.058,NA,-1.9,0.6,-1.3,0.1
2003-04,24,PHI,NBA,SG,77,1603,10.6,0.485,0.353,0.221,2.8,11.5,7.2,14.5,2.1,0.8,14.4,15.6,NA,0.4,1.7,2.1,0.064,NA,-1.7,0.9,-0.8,0.5
2004-05,25,PHI,NBA,SG,58,993,9.7,0.511,0.433,0.229,1.3,12.5,6.9,17.5,2,1,18.1,12.6,NA,0.2,1.2,1.4,0.066,NA,-2.5,1.6,-0.9,0.2
2005-06,26,PHI,NBA,SG,82,2059,10.7,0.508,0.167,0.384,2.7,9.8,6.3,16.7,1.8,0.5,17,16.3,NA,0.5,1.2,1.7,0.04,NA,-2.3,-0.3,-2.7,-0.3
2006-07,27,SAC,NBA,SG,79,2135,12.7,0.553,0.217,0.395,2.5,12.2,7.3,18.8,1.7,1,16.4,15.3,NA,2,1.6,3.6,0.081,NA,-0.9,0.4,-0.5,0.8
2007-08,28,SAC,NBA,SG,81,2517,13.9,0.556,0.15,0.325,3.6,12.6,8.2,13.4,1.9,1,15.7,19.2,NA,2,1.7,3.7,0.071,NA,-0.3,-0.3,-0.6,0.9
2008-09,29,TOT,NBA,SF,79,2959,16,0.58,0.276,0.317,2.3,10.8,6.5,14.5,1.4,0.6,11.7,21.3,NA,4.7,0.8,5.6,0.09,NA,1.6,-1.3,0.3,1.7
2008-09,29,SAC,NBA,SF,53,1980,16,0.573,0.247,0.312,2.5,10.6,6.5,17.3,1.5,0.3,12.6,21.9,NA,2.9,0.1,3,0.072,NA,1.5,-1.7,-0.2,0.9
2008-09,29,CHI,NBA,SF,26,979,16,0.596,0.338,0.33,1.9,11.2,6.6,8.8,1.3,1.1,9.7,20.2,NA,1.9,0.7,2.6,0.127,NA,1.8,-0.5,1.3,0.8
2009-10,30,TOT,NBA,SG,81,2824,14.7,0.553,0.312,0.308,1.4,9.4,5.4,12.9,1.8,0.7,9.9,19.9,NA,3.7,3.4,7.1,0.121,NA,0.4,1.2,1.6,2.5
2009-10,30,CHI,NBA,SG,51,1695,12.7,0.53,0.35,0.268,1.2,10.1,5.7,11.6,2,1,10.3,18.1,NA,1.2,2,3.2,0.092,NA,-0.9,1.3,0.5,1.1
2009-10,30,MIL,NBA,SG,30,1129,17.6,0.581,0.264,0.357,1.6,8.3,4.8,15,1.6,0.3,9.4,22.7,NA,2.5,1.4,3.9,0.165,NA,2.2,0.9,3.2,1.4
2010-11,31,MIL,NBA,SG,73,2554,12.8,0.51,0.244,0.267,1.2,11.2,6.1,17.5,1.5,0.9,12,20.9,NA,0.9,3.4,4.3,0.081,NA,-0.9,0.7,-0.3,1.1
2011-12,32,SAC,NBA,SF,46,1250,9,0.471,0.325,0.13,1.7,10.5,5.9,11.1,1.5,0.4,11,14.2,NA,0.3,0.1,0.4,0.014,NA,-2.7,-0.7,-3.4,-0.5
