,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2002-03,23,PHI,NBA,PG,64,504,45%,52%,3%,,,+3.7,+1.4,18,4,20,2,14,0,98,1,14
2003-04,24,PHI,NBA,SG,77,1603,4%,61%,34%,1%,,-2.3,+0.5,44,24,51,3,31,0,294,5,23
2004-05,25,PHI,NBA,SG,58,993,,48%,51%,,,-4.6,-4.9,27,9,48,5,21,0,260,8,18
2005-06,26,PHI,NBA,SG,82,2059,10%,81%,9%,,,-4.5,-5.3,52,37,84,10,91,7,500,21,59
2006-07,27,SAC,NBA,SG,79,2135,6%,49%,44%,1%,,-4.1,-4.7,46,36,82,13,86,2,578,20,46
2007-08,28,SAC,NBA,SG,81,2517,1%,60%,38%,1%,,-5.3,-7.9,67,49,103,19,128,5,486,42,87
2008-09,29,TOT,NBA,SF,79,2959,,12%,81%,8%,,-7.5,-4.3,63,63,101,12,163,5,561,42,80
2008-09,29,SAC,NBA,SF,53,1980,,15%,76%,9%,,-11.6,-4.2,48,44,68,10,109,4,439,25,61
2008-09,29,CHI,NBA,SF,26,979,,5%,91%,4%,,+0.7,+1.2,15,19,33,2,54,1,122,17,19
2009-10,30,TOT,NBA,SG,81,2824,,63%,36%,1%,,+2.9,+4.1,59,33,90,13,132,7,510,30,68
2009-10,30,CHI,NBA,SG,51,1695,,69%,32%,,,-0.9,+1.1,33,19,59,6,63,4,272,14,35
2009-10,30,MIL,NBA,SG,30,1129,,55%,43%,2%,,+8.8,+9.4,26,14,31,7,69,3,238,16,33
2010-11,31,MIL,NBA,SG,73,2554,,86%,13%,,,-1.1,-0.6,65,32,78,10,102,7,597,16,56
2011-12,32,SAC,NBA,SF,46,1250,,2%,90%,8%,,-8.3,-3.7,26,14,52,0,18,4,211,3,19
2012-13,33,SAC,NBA,SF,76,2278,,4%,91%,6%,,-0.9,+10.6,41,29,84,4,47,3,508,10,31
2013-14,34,TOT,NBA,SG-SF,78,1726,2%,44%,54%,1%,,-0.1,-0.4,30,13,66,2,19,5,349,2,25
2013-14,34,SAC,NBA,SF,18,445,,7%,92%,2%,,-6.4,-3.6,9,2,18,1,2,1,103,1,7
2013-14,34,TOR,NBA,SG,60,1281,2%,57%,41%,,,+2.1,-2.3,21,11,48,1,17,4,246,1,18
2014-15,35,NOP,NBA,SF,21,270,,47%,53%,,,-11.3,-13.7,3,2,20,0,1,0,29,0,0
Career,,,NBA,,895,23672,3%,47%,47%,2%,,-3.0,-1.3,541,345,879,93,853,45,4981,200,526
,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,SAC,NBA,,353,10605,1%,28%,66%,4%,,-5.7,-1.9,237,174,407,47,390,19,2325,101,251
4 seasons,,PHI,NBA,,281,5159,10%,66%,24%,,,-3.0,-2.7,141,74,203,20,157,7,1152,35,114
2 seasons,,MIL,NBA,,103,3683,,77%,22%,1%,,+2.0,+2.5,91,46,109,17,171,10,835,32,89
2 seasons,,CHI,NBA,,77,2674,,45%,53%,1%,,-0.3,+1.1,48,38,92,8,117,5,394,31,54
1 season,,TOR,NBA,,60,1281,2%,57%,41%,,,+2.1,-2.3,21,11,48,1,17,4,246,1,18
1 season,,NOP,NBA,,21,270,,47%,53%,,,-11.3,-13.7,3,2,20,0,1,0,29,0,0
