,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1969-70,28,NYK,NBA,,7,,4,4,,,,,,,,16
1970-71,29,NYK,NBA,,4,13,4,7,,,6,2,,,5,10
1971-72,30,TOT,NBA,,3,6,5,7,,,6,2,,,4,11
1971-72,30,BAL,NBA,,3,6,5,7,,,6,2,,,4,11
1972-73,31,BAL,NBA,,1,1,0,0,,,1,1,,,2,2
Career,,,,,7,,5,7,,,,,,,,16
2 Seasons,,NYK,NBA,,7,,4,7,,,,,,,,16
2 Seasons,,BAL,NBA,,3,6,5,7,,,6,2,,,4,11
