Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1969-70,28,NYK,NBA,SF,19,275,16,0.489,0.12,NA,NA,NA,10.1,NA,NA,NA,0.2,0.5,0.7,0.124,NA,NA,NA,NA,NA
1970-71,29,NYK,NBA,SF,12,185,8.4,0.376,0.574,NA,NA,10.5,7.1,NA,NA,NA,-0.4,0.3,-0.1,-0.032,NA,NA,NA,NA,NA
1971-72,30,BAL,NBA,SF,6,105,9,0.489,0.464,NA,NA,7.8,7.6,NA,NA,NA,0.1,0,0,0.019,NA,NA,NA,NA,NA
1972-73,31,BAL,NBA,SF,3,14,9.4,1,0,NA,NA,12,9.2,NA,NA,NA,0,0,0,0.093,NA,NA,NA,NA,NA
Career,NA,,NBA,,40,579,12.1,0.454,0.296,NA,NA,9.6,8.7,NA,NA,NA,-0.1,0.7,0.7,0.055,NA,NA,NA,NA,NA
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,NYK,NBA,,31,460,12.9,0.446,0.274,NA,NA,10.5,8.9,NA,NA,NA,-0.2,0.7,0.6,0.061,NA,NA,NA,NA,NA
2 seasons,NA,BAL,NBA,,9,119,9,0.504,0.448,NA,NA,8.3,7.8,NA,NA,NA,0.1,0,0.1,0.028,NA,NA,NA,NA,NA
