Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1965-66,24,NYK,NBA,SF,80,NA,1893,373,820,0.455,258,376,0.686,NA,NA,492,186,NA,NA,237,1004
1966-67,25,NYK,NBA,SF,76,NA,1889,380,816,0.466,229,320,0.716,NA,NA,472,144,NA,NA,226,989
1969-70,28,NYK,NBA,SF,82,NA,1375,239,557,0.429,161,225,0.716,NA,NA,323,139,NA,NA,194,639
1970-71,29,NYK,NBA,SF,81,NA,1565,295,685,0.431,169,230,0.735,NA,NA,352,106,NA,NA,175,759
1971-72,30,TOT,NBA,SF,78,NA,2040,336,778,0.432,152,188,0.809,NA,NA,433,158,NA,NA,217,824
1971-72,30,NYK,NBA,SF,14,NA,225,33,88,0.375,29,35,0.829,NA,NA,35,25,NA,NA,31,95
1971-72,30,BAL,NBA,SF,64,NA,1815,303,690,0.439,123,153,0.804,NA,NA,398,133,NA,NA,186,729
1972-73,31,BAL,NBA,SF,73,NA,1217,180,435,0.414,78,101,0.772,NA,NA,236,112,NA,NA,139,438
1973-74,32,CAP,NBA,SF,45,NA,458,75,187,0.401,47,55,0.855,52,73,125,25,28,4,61,197
1974-75,33,NYK,NBA,SF,7,NA,57,5,18,0.278,0,0,NA,6,14,20,2,3,3,10,10
Career,NA,,NBA,,522,NA,10494,1883,4296,0.438,1094,1495,0.732,58,87,2453,872,31,7,1259,4860
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,NYK,NBA,,340,NA,7004,1325,2984,0.444,846,1186,0.713,6,14,1694,602,3,3,873,3496
3 seasons,NA,"BAL,CAP",NBA,,182,NA,3490,558,1312,0.425,248,309,0.803,52,73,759,270,28,4,386,1364
