Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1965-66,24,NYK,NBA,SF,80,NA,1893,7.1,15.6,0.455,4.9,7.2,0.686,NA,NA,9.4,3.5,NA,NA,4.5,19.1
1966-67,25,NYK,NBA,SF,76,NA,1889,7.2,15.6,0.466,4.4,6.1,0.716,NA,NA,9,2.7,NA,NA,4.3,18.8
1969-70,28,NYK,NBA,SF,82,NA,1375,6.3,14.6,0.429,4.2,5.9,0.716,NA,NA,8.5,3.6,NA,NA,5.1,16.7
1970-71,29,NYK,NBA,SF,81,NA,1565,6.8,15.8,0.431,3.9,5.3,0.735,NA,NA,8.1,2.4,NA,NA,4,17.5
1971-72,30,TOT,NBA,SF,78,NA,2040,5.9,13.7,0.432,2.7,3.3,0.809,NA,NA,7.6,2.8,NA,NA,3.8,14.5
1971-72,30,NYK,NBA,SF,14,NA,225,5.3,14.1,0.375,4.6,5.6,0.829,NA,NA,5.6,4,NA,NA,5,15.2
1971-72,30,BAL,NBA,SF,64,NA,1815,6,13.7,0.439,2.4,3,0.804,NA,NA,7.9,2.6,NA,NA,3.7,14.5
1972-73,31,BAL,NBA,SF,73,NA,1217,5.3,12.9,0.414,2.3,3,0.772,NA,NA,7,3.3,NA,NA,4.1,13
1973-74,32,CAP,NBA,SF,45,NA,458,5.9,14.7,0.401,3.7,4.3,0.855,4.1,5.7,9.8,2,2.2,0.3,4.8,15.5
1974-75,33,NYK,NBA,SF,7,NA,57,3.2,11.4,0.278,0,0,NA,3.8,8.8,12.6,1.3,1.9,1.9,6.3,6.3
Career,NA,,NBA,,522,NA,10494,6.5,14.7,0.438,3.8,5.1,0.732,4.1,6.1,8.4,3,2.2,0.5,4.3,16.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,NYK,NBA,,340,NA,7004,6.8,15.3,0.444,4.3,6.1,0.713,3.8,8.8,8.7,3.1,1.9,1.9,4.5,18
3 seasons,NA,"BAL,CAP",NBA,,182,NA,3490,5.8,13.5,0.425,2.6,3.2,0.803,4.1,5.7,7.8,2.8,2.2,0.3,4,14.1
