Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2003-04,21,DEN,NBA,PF,5,5,132,6.4,14.3,0.444,0,0,NA,6.4,14.3,0.444,2.8,5.2,0.538,4.8,5.2,10,6,2,1.2,3.6,8.8,15.5,NA,98,103
2004-05,22,DEN,NBA,C,5,0,101,4.7,11,0.429,0,0,NA,4.7,11,0.429,7.9,12.1,0.652,4.7,8.4,13.1,1,1,1,2.6,8.4,17.3,NA,106,108
2006-07,24,DEN,NBA,C,5,5,179,9.5,16.2,0.585,0,0,NA,9.5,16.2,0.585,4.3,5.5,0.778,6.7,5.2,11.9,3.7,0.9,0.9,4,6.4,23.3,NA,118,110
2007-08,25,DEN,NBA,PF,3,0,30,8.2,14.8,0.556,0,0,NA,8.2,14.8,0.556,4.9,4.9,1,4.9,6.6,11.5,1.6,3.3,1.6,3.3,13.1,21.4,NA,119,112
2008-09,26,DEN,NBA,C,16,16,525,6.8,12.5,0.548,0,0,NA,6.8,12.5,0.548,4.6,6.9,0.657,3.7,8.2,11.9,4.2,2,1,3.1,6.4,18.2,NA,115,107
2009-10,27,DEN,NBA,C,5,5,169,5.3,8.6,0.621,0,0,NA,5.3,8.6,0.621,6.2,10.7,0.583,2.4,6.2,8.6,3.3,1.8,0.3,1.2,5,16.9,NA,132,116
2010-11,28,DEN,NBA,C,5,5,162,6.9,14.5,0.478,0,0,NA,6.9,14.5,0.478,8.5,15.1,0.563,4.4,9.8,14.2,2.5,1.6,1.3,2.5,5.3,22.3,NA,107,106
2013-14,31,WAS,NBA,PF,10,10,325,10.8,23.2,0.464,0,0,NA,10.8,23.2,0.464,1.5,4.4,0.346,1.3,7.6,8.9,4.4,1.5,1.9,2.9,6.1,23,NA,93,100
2014-15,32,WAS,NBA,PF,10,10,257,6.7,15,0.447,0,0,NA,6.7,15,0.447,2.2,4.5,0.478,4.9,8.1,13,3,1.8,0.6,2.8,6.3,15.6,NA,97,101
2016-17,34,HOU,NBA,C,9,0,161,11.1,15.8,0.706,0,0.3,0,11.1,15.5,0.72,5.6,9.6,0.581,3.4,9.6,13,1.5,1.9,1.2,2.8,7.4,27.8,NA,127,107
2017-18,35,HOU,NBA,C,11,0,107,5.6,9.4,0.6,0,0,NA,5.6,9.4,0.6,3.3,5.2,0.636,2.8,10.3,13.1,2.3,0.9,2.3,3.7,8.4,14.5,NA,106,106
2018-19,36,HOU,NBA,C,7,0,53,9.3,9.3,1,0,0,NA,9.3,9.3,1,6.5,8.4,0.778,8.4,4.7,13.1,2.8,2.8,1.9,2.8,6.5,25.2,NA,170,106
Career,NA,,NBA,,91,56,2201,7.7,14.5,0.53,0,0,0,7.7,14.5,0.531,4.4,7.3,0.595,3.9,7.8,11.6,3.4,1.7,1.2,2.9,6.7,19.7,NA,110,106
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,DEN,NBA,,44,36,1298,6.8,12.8,0.531,0,0,NA,6.8,12.8,0.531,5.3,8.5,0.63,4.2,7.4,11.6,3.6,1.7,1,2.9,6.7,19,NA,113,108
3 seasons,NA,HOU,NBA,,27,0,321,9,12.6,0.716,0,0.2,0,9,12.4,0.725,5,7.9,0.627,4,9,13,2,1.7,1.7,3.1,7.6,23,NA,127,106
2 seasons,NA,WAS,NBA,,20,20,582,8.9,19.4,0.458,0,0,NA,8.9,19.4,0.458,1.8,4.5,0.408,3,7.8,10.8,3.7,1.6,1.3,2.8,6.2,19.6,NA,94,101
