,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,24,DAL,NBA,PF,7,44,,8%,53%,39%,,+29.9,+37.7,0,1,2,0,0,0,2,0,2
2001-02,25,DAL,NBA,PF,8,122,,,51%,46%,3%,+0.8,+1.3,1,0,4,1,4,0,2,0,1
2002-03,26,DAL,NBA,SF,19,394,,,40%,42%,18%,-6.3,-9.4,9,2,20,2,18,0,35,4,12
2003-04,27,DAL,NBA,SF,5,57,,,5%,93%,2%,+19.1,+23.7,0,2,5,0,1,0,6,0,1
2004-05,28,DEN,NBA,PF,2,13,,,,100%,,-54.7,-46.2,1,0,1,0,0,0,3,0,0
2005-06,29,DEN,NBA,PF,4,89,,,,100%,,+6.9,+25.2,2,0,2,1,1,4,4,0,3
2006-07,30,DEN,NBA,PF,5,96,,,44%,56%,,-12.5,-9.9,0,1,3,0,1,0,4,0,0
2007-08,31,DEN,NBA,PF,4,78,,,,86%,15%,-8.1,+9.2,2,0,4,3,0,2,15,0,1
2009-10,33,DAL,NBA,PF,5,36,,,,65%,35%,-17.4,-19.4,0,0,1,1,0,2,0,0,0
Career,,,NBA,,59,929,,,31%,58%,11%,-2.7,+0.2,15,6,42,8,25,8,71,4,20
,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,DAL,NBA,,44,653,,1%,38%,48%,14%,-0.9,-1.9,10,5,32,4,23,2,45,4,16
4 seasons,,DEN,NBA,,15,276,,,15%,81%,4%,-7.0,+5.1,5,1,10,4,2,6,26,0,4
