Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1959-60,22,STL,NBA,C,11,NA,56,10,19,0.526,4,7,0.571,15,0,10,24
1960-61,23,DET,NBA,C,5,NA,167,30,74,0.405,41,49,0.837,63,11,12,101
1961-62,24,DET,NBA,C,9,NA,166,37,81,0.457,26,43,0.605,41,13,20,100
1962-63,25,DET,NBA,C,4,NA,143,20,45,0.444,8,24,0.333,35,11,10,48
1964-65,27,BAL,NBA,PF,10,NA,67,7,16,0.438,2,9,0.222,19,8,8,16
1965-66,28,BAL,NBA,C,3,NA,82,11,20,0.55,9,13,0.692,25,3,10,31
Career,NA,,NBA,,42,NA,681,115,255,0.451,90,145,0.621,198,46,70,320
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,DET,NBA,,18,NA,476,87,200,0.435,75,116,0.647,139,35,42,249
2 seasons,NA,BAL,NBA,,13,NA,149,18,36,0.5,11,22,0.5,44,11,18,47
1 season,NA,STL,NBA,,11,NA,56,10,19,0.526,4,7,0.571,15,0,10,24
