Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1959-60,22,STL,NBA,C,11,NA,56,6.4,12.2,0.526,2.6,4.5,0.571,9.6,0,6.4,15.4
1960-61,23,DET,NBA,C,5,NA,167,6.5,16,0.405,8.8,10.6,0.837,13.6,2.4,2.6,21.8
1961-62,24,DET,NBA,C,9,NA,166,8,17.6,0.457,5.6,9.3,0.605,8.9,2.8,4.3,21.7
1962-63,25,DET,NBA,C,4,NA,143,5,11.3,0.444,2,6,0.333,8.8,2.8,2.5,12.1
1964-65,27,BAL,NBA,PF,10,NA,67,3.8,8.6,0.438,1.1,4.8,0.222,10.2,4.3,4.3,8.6
1965-66,28,BAL,NBA,C,3,NA,82,4.8,8.8,0.55,4,5.7,0.692,11,1.3,4.4,13.6
Career,NA,,NBA,,42,NA,681,6.1,13.5,0.451,4.8,7.7,0.621,10.5,2.4,3.7,16.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,DET,NBA,,18,NA,476,6.6,15.1,0.435,5.7,8.8,0.647,10.5,2.6,3.2,18.8
2 seasons,NA,BAL,NBA,,13,NA,149,4.3,8.7,0.5,2.7,5.3,0.5,10.6,2.7,4.3,11.4
1 season,NA,STL,NBA,,11,NA,56,6.4,12.2,0.526,2.6,4.5,0.571,9.6,0,6.4,15.4
