,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1959-60,22,STL,NBA,,9,,6,9,,,,22
1960-61,23,DET,NBA,,17,,10,,,,,39
1961-62,24,DET,NBA,,11,,10,,,,,29
1962-63,25,DET,NBA,,14,,8,,,,,29
1963-64,26,DET,NBA,,8,,8,15,,,,20
1964-65,27,BAL,NBA,,8,,6,9,,,,18
1965-66,28,BAL,NBA,,11,,9,11,,,,24
1966-67,29,BAL,NBA,,11,,7,9,,,,22
1967-68,30,BAL,NBA,,9,,6,10,,,,21
1968-69,31,BAL,NBA,,5,8,3,6,5,2,1,13
Career,,,,,17,,10,,,,,39
4 Seasons,,DET,NBA,,17,,10,,,,,39
5 Seasons,,BAL,NBA,,11,,9,11,,,,24
1 Season,,STL,NBA,,9,,6,9,,,,22
