Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1959-60,22,STL,NBA,C,62,NA,875,144,338,0.426,76,119,0.639,233,40,132,364
1960-61,23,DET,NBA,C,79,NA,1657,350,776,0.451,189,255,0.741,500,129,205,889
1961-62,24,DET,NBA,C,80,NA,1918,411,939,0.438,286,422,0.678,503,145,199,1108
1962-63,25,DET,NBA,C,79,NA,2479,426,984,0.433,220,339,0.649,537,170,246,1072
1963-64,26,DET,NBA,C,74,NA,1522,298,670,0.445,186,279,0.667,428,94,174,782
1964-65,27,BAL,NBA,PF,77,NA,1280,143,338,0.423,122,199,0.613,355,60,156,408
1965-66,28,BAL,NBA,C,66,NA,1229,188,457,0.411,105,157,0.669,334,111,134,481
1966-67,29,BAL,NBA,C,51,NA,991,132,315,0.419,70,110,0.636,258,92,97,334
1967-68,30,BAL,NBA,C,59,NA,841,128,311,0.412,73,117,0.624,186,61,92,329
1968-69,31,BAL,NBA,C,7,NA,36,5,14,0.357,3,6,0.5,9,4,3,13
Career,NA,,NBA,,634,NA,12828,2225,5142,0.433,1330,2003,0.664,3343,906,1438,5780
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,DET,NBA,,312,NA,7576,1485,3369,0.441,881,1295,0.68,1968,538,824,3851
5 seasons,NA,BAL,NBA,,260,NA,4377,596,1435,0.415,373,589,0.633,1142,328,482,1565
1 season,NA,STL,NBA,,62,NA,875,144,338,0.426,76,119,0.639,233,40,132,364
