Season,Team,Lg,Salary
1998-99,Sacramento Kings,NBA,"$1,460,000"
1999-00,Sacramento Kings,NBA,"$1,879,920"
2000-01,Sacramento Kings,NBA,"$2,011,080"
2001-02,Memphis Grizzlies,NBA,"$2,554,072"
2002-03,Memphis Grizzlies,NBA,"$5,500,000"
2003-04,Memphis Grizzlies,NBA,"$6,187,500"
2004-05,Memphis Grizzlies,NBA,"$6,875,000"
2005-06,Miami Heat,NBA,"$7,562,500"
2006-07,Miami Heat,NBA,"$8,250,000"
2007-08,Miami Heat,NBA,"$8,937,500"
2008-09,Los Angeles Clippers,NBA,"$1,262,275"
2009-10,Orlando Magic,NBA,"$1,306,455"
2010-11,Orlando Magic,NBA,"$1,352,181"
2010-11,Memphis Grizzlies,NBA,"$524,964"
Career,(may be incomplete),,"$55,663,447"
