,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1998-99,23,SAC,NBA,44:14,6,13,3,8,3,5,4,4,1,7,8,6,2,1,5,5,18,13.1
1999-00,24,SAC,NBA,34:04,8,16,4,10,4,7,2,4,1,3,3,5,2,0,3,3,20,12.4
2000-01,25,SAC,NBA,35:50,7,11,3,6,5,7,2,2,0,4,4,5,2,0,6,4,18,15.0
2003-04,28,MEM,NBA,34:45,5,15,3,7,4,11,5,5,1,4,4,8,1,0,4,4,16,12.3
2004-05,29,MEM,NBA,31:08,9,15,4,6,6,10,1,1,1,4,4,8,2,0,3,3,21,16.5
2005-06,30,MIA,NBA,36:39,10,13,3,7,9,10,7,7,2,4,4,7,2,0,7,5,22,20.1
2006-07,31,MIA,NBA,30:26,3,8,2,5,1,3,2,2,0,4,4,4,3,1,1,3,9,9.6
2009-10,34,ORL,NBA,18:58,2,5,2,4,2,3,2,2,2,2,3,5,2,0,2,2,6,9.2
Career,,,,44:14,10,16,4,10,9,11,7,7,2,7,8,8,3,1,7,5,22,20.1
2 Seasons,,MIA,NBA,36:39,10,13,3,7,9,10,7,7,2,4,4,7,3,1,7,5,22,20.1
3 Seasons,,SAC,NBA,44:14,8,16,4,10,5,7,4,4,1,7,8,6,2,1,6,5,20,15.0
1 Season,,ORL,NBA,18:58,2,5,2,4,2,3,2,2,2,2,3,5,2,0,2,2,6,9.2
2 Seasons,,MEM,NBA,34:45,9,15,4,7,6,11,5,5,1,4,4,8,2,0,4,4,21,16.5
