,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2003-04,23,IND,NBA,SF,6,26,,15%,85%,,,-12.0,-18.8,0,0,1,0,0,0,0,0,2
2004-05,24,IND,NBA,SF,75,1330,,2%,84%,15%,,+2.0,+1.8,24,5,66,6,19,0,138,2,10
2005-06,25,PHO,NBA,SF,75,1772,,5%,84%,12%,,+5.4,-1.1,17,7,69,5,43,28,145,7,12
2006-07,26,PHO,NBA,SF,76,1376,,,46%,53%,1%,+6.5,-1.9,12,7,66,0,35,22,112,9,12
2007-08,27,POR,NBA,SF,58,1276,,1%,96%,3%,,+0.8,+3.2,15,7,49,3,20,17,78,4,8
2008-09,28,MIA,NBA,SF,40,630,,4%,86%,11%,,+1.9,+2.1,6,2,23,3,12,11,47,4,2
2009-10,29,MIA,NBA,SF,36,503,,28%,71%,1%,,-1.4,-4.9,2,4,18,3,6,4,38,2,7
2010-11,30,MIA,NBA,SF,81,1549,,35%,64%,1%,,+8.7,0.0,9,7,59,3,12,19,101,2,3
2011-12,31,MIA,NBA,SG,51,666,2%,64%,33%,1%,,+0.6,-7.7,7,0,16,1,8,7,42,0,1
2012-13,32,MIA,NBA,SF,38,221,,45%,53%,2%,,-2.2,-12.0,2,1,9,0,1,1,35,1,0
2013-14,33,MIA,NBA,SF,20,236,,56%,44%,,,+19.1,+14.6,1,1,1,0,2,0,21,0,2
2014-15,34,CLE,NBA,SF,57,669,,4%,69%,26%,1%,-9.1,-16.5,7,3,33,1,13,8,57,2,3
2015-16,35,CLE,NBA,SF,48,463,,1%,43%,57%,,-3.8,-11.7,6,3,20,4,11,2,34,4,3
2016-17,36,CLE,NBA,SF,48,381,,,49%,42%,8%,-11.8,-16.6,8,1,13,1,7,2,35,2,1
Career,,,NBA,,709,11098,,14%,69%,17%,1%,+2.5,-2.4,116,48,443,30,189,121,883,39,66
,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,MIA,NBA,,266,3805,,36%,61%,3%,,+4.8,-1.4,27,15,126,10,41,42,284,9,15
3 seasons,,CLE,NBA,,153,1513,,2%,56%,39%,2%,-8.1,-15.1,21,7,66,6,31,12,126,8,7
2 seasons,,PHO,NBA,,151,3148,,3%,67%,30%,1%,+5.9,-1.4,29,14,135,5,78,50,257,16,24
2 seasons,,IND,NBA,,81,1356,,2%,84%,14%,,+1.8,+1.4,24,5,67,6,19,0,138,2,12
1 season,,POR,NBA,,58,1276,,1%,96%,3%,,+0.8,+3.2,15,7,49,3,20,17,78,4,8
