Season,Team,Lg,Salary
1988-89,Boston Celtics,NBA,"$100,000"
1992-93,Orlando Magic,NBA,"$15,000"
1994-95,New York Knicks,NBA,"$150,000"
1995-96,Miami Heat,NBA,"$225,000"
1997-98,New York Knicks,NBA,"$272,250"
Career,(may be incomplete),,"$762,250"
