,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1967-68,22,SDR,NBA,,6,,,,,,7,7,,,,,,,,,15
1968-69,23,TOT,ABA,,6,,0,,,,2,6,,,,,,,,,14
1968-69,23,DLC,ABA,,6,,0,,,,2,6,,,,,,,,,14
1968-69,23,MMF,ABA,,3,,0,,,,0,0,,,,,,,,,6
1970-71,25,SFW,NBA,,12,,,,,,7,8,,,,,,,,,31
1971-72,26,GSW,NBA,,7,,,,,,4,6,,,,,,,,,14
1972-73,27,DLC,ABA,,2,,0,,,,2,3,,,,,,,,,4
Career,,,TOT,,12,,,,,,7,8,,,,,,,,,31
,,,NBA,,12,,,,,,7,8,,,,,,,,,31
,,,ABA,,6,,0,,,,2,6,,,,,,,,,14
,,,,,,,,,,,,,,,,,,,,,
2 Seasons,,"GSW,SFW",NBA,,12,,,,,,7,8,,,,,,,,,31
1 Season,,SDR,NBA,,6,,,,,,7,7,,,,,,,,,15
2 Seasons,,DLC,ABA,,6,,0,,,,2,6,,,,,,,,,14
1 Season,,MMF,ABA,,3,,0,,,,0,0,,,,,,,,,6
