Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1967-68,22,SDR,NBA,PG,42,NA,603,5.1,13.9,0.371,NA,NA,NA,5.1,13.9,0.371,3.3,4.1,0.797,NA,NA,4,5.3,NA,NA,NA,5,13.6
1968-69,23,TOT,ABA,,7,NA,81,4,12.4,0.321,0,0.9,0,4,11.6,0.346,0.9,2.7,0.333,2.2,1.3,3.6,2.7,NA,NA,2.7,6.2,8.9
1968-69,23,DLC,ABA,,4,NA,60,3.6,12,0.3,0,1.2,0,3.6,10.8,0.333,1.2,3.6,0.333,2.4,0.6,3,3,NA,NA,3.6,6,8.4
1968-69,23,MMF,ABA,,3,NA,21,5.1,13.7,0.375,0,0,NA,5.1,13.7,0.375,0,0,NA,1.7,3.4,5.1,1.7,NA,NA,0,6.9,10.3
1970-71,25,SFW,NBA,SG,81,NA,1183,6.8,15.9,0.43,NA,NA,NA,6.8,15.9,0.43,3.4,4.6,0.735,NA,NA,3.3,3.4,NA,NA,NA,5.8,17.1
1971-72,26,GSW,NBA,SG,65,NA,478,6.2,14.8,0.418,NA,NA,NA,6.2,14.8,0.418,3.8,4.6,0.836,NA,NA,2.9,3.4,NA,NA,NA,8.2,16.2
1972-73,27,DLC,ABA,PG,3,NA,16,6.8,18,0.375,0,0,NA,6.8,18,0.375,4.5,6.8,0.667,2.3,0,2.3,2.3,NA,NA,4.5,9,18
Career,NA,,TOT,,198,NA,2361,6.2,15,0.41,0,0.7,0,6.2,15,0.411,3.4,4.4,0.762,2.2,1.1,3.4,3.9,NA,NA,3,6.1,15.7
,NA,,NBA,,188,NA,2264,6.2,15.1,0.413,NA,NA,NA,6.2,15.1,0.413,3.5,4.5,0.772,NA,NA,3.4,3.9,NA,NA,NA,6.1,15.9
,NA,,ABA,,10,NA,97,4.5,13.4,0.333,0,0.7,0,4.5,12.6,0.353,1.5,3.3,0.444,2.2,1.1,3.3,2.6,NA,NA,3,6.7,10.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,"SFW,GSW",NBA,,146,NA,1661,6.7,15.6,0.427,NA,NA,NA,6.7,15.6,0.427,3.5,4.6,0.764,NA,NA,3.2,3.4,NA,NA,NA,6.5,16.8
1 season,NA,SDR,NBA,,42,NA,603,5.1,13.9,0.371,NA,NA,NA,5.1,13.9,0.371,3.3,4.1,0.797,NA,NA,4,5.3,NA,NA,NA,5,13.6
2 seasons,NA,DLC,ABA,,7,NA,76,4.3,13.3,0.321,0,0.9,0,4.3,12.3,0.346,1.9,4.3,0.444,2.4,0.5,2.8,2.8,NA,NA,3.8,6.6,10.4
1 season,NA,MMF,ABA,,3,NA,21,5.1,13.7,0.375,0,0,NA,5.1,13.7,0.375,0,0,NA,1.7,3.4,5.1,1.7,NA,NA,0,6.9,10.3
