Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1970-71,25,SFW,NBA,SG,5,77,7.8,0.427,NA,0.692,NA,NA,3,9.4,NA,NA,NA,NA,NA,0,0,0,-0.029
1971-72,26,GSW,NBA,SG,2,7,27,0.694,NA,1,NA,NA,0,42.1,NA,NA,NA,NA,NA,0,0,0,0.321
Career,NA,,NBA,,7,84,9.4,0.448,NA,0.714,NA,NA,2.7,12.2,NA,NA,NA,NA,NA,0,0,0,0.001
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,"SFW,GSW",NBA,,7,84,9.4,0.448,NA,0.714,NA,NA,2.7,12.2,NA,NA,NA,NA,NA,0,0,0,0.001
