,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2009-10,19,MARYLAND,33,817,126,246,0,0,64,121,94,284,7,24,32,31,90,316,.512,,.529,24.8,9.6,8.6,0.2
2010-11,20,MARYLAND,33,1073,213,396,0,0,131,228,121,388,21,23,45,53,80,557,.538,,.575,32.5,16.9,11.8,0.6
Career,,,66,1890,339,642,0,0,195,349,215,672,28,47,77,84,170,873,.528,,.559,28.6,13.2,10.2,0.4
