,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2003-04,19,DEN,NBA,SF,82,2995,,4%,88%,8%,,+0.8,-0.8,66,68,67,51,213,0,490,40,138
2004-05,20,DEN,NBA,SF,75,2608,,3%,86%,12%,,+2.7,+1.8,65,60,85,58,203,0,402,40,120
2005-06,21,DEN,NBA,SF,80,2941,,,86%,14%,,+0.4,+0.6,61,59,95,47,285,13,475,66,120
2006-07,22,DEN,NBA,SF,65,2486,,15%,81%,5%,,+2.0,+0.3,71,63,58,53,209,12,544,52,104
2007-08,23,DEN,NBA,SF,77,2806,,16%,82%,2%,,+2.6,-3.3,68,63,77,55,224,12,567,43,94
2008-09,24,DEN,NBA,SF,66,2277,,3%,95%,2%,,+6.8,+7.5,70,59,67,39,196,10,480,38,82
2009-10,25,DEN,NBA,SF,69,2634,,,83%,17%,,+5.3,+3.4,60,61,83,49,256,16,504,59,109
2010-11,26,TOT,NBA,SF,77,2751,,1%,81%,19%,,+3.5,+0.6,68,52,85,50,270,12,517,65,108
2010-11,26,DEN,NBA,SF,50,1774,,,77%,23%,,+4.4,-1.2,46,37,52,32,185,9,334,39,87
2010-11,26,NYK,NBA,SF,27,977,,2%,87%,11%,,+1.7,+0.8,22,15,33,18,85,3,183,26,21
2011-12,27,NYK,NBA,SF,55,1876,,1%,73%,26%,,+2.5,-2.0,58,37,65,29,149,7,463,28,72
2012-13,28,NYK,NBA,PF,67,2482,,,18%,78%,3%,+5.7,+3.4,55,59,79,35,208,15,442,39,88
2013-14,29,NYK,NBA,PF,77,2982,,,38%,62%,1%,+1.2,+9.0,72,52,90,40,203,11,588,41,71
2014-15,30,NYK,NBA,SF,40,1428,,,79%,21%,,-4.1,+9.4,36,20,26,19,95,3,284,23,36
2015-16,31,NYK,NBA,SF,72,2530,,2%,91%,8%,,-0.8,+5.7,68,53,73,30,154,6,704,25,76
2016-17,32,NYK,NBA,SF,74,2538,,,69%,31%,,-4.7,-2.3,69,42,87,26,155,5,496,30,37
2017-18,33,OKC,NBA,PF,78,2501,,,,90%,10%,+5.0,+4.8,32,21,89,20,80,8,262,13,55
2018-19,34,HOU,NBA,PF,10,294,,,,81%,19%,-11.7,-18.1,2,1,11,4,5,5,13,1,4
2019-20,35,POR,NBA,PF,50,1623,,,,86%,14%,0.0,+2.9,28,17,55,25,68,6,197,13,39
Career,,,NBA,,1114,39752,,3%,66%,29%,2%,+1.9,+2.2,949,787,1192,630,2973,141,7428,616,1353
,,,,,,,,,,,,,,,,,,,,,,
8 seasons,,DEN,NBA,,564,20521,,5%,85%,10%,,+2.9,+1.0,507,470,584,384,1771,72,3796,377,854
7 seasons,,NYK,NBA,,412,14813,,,61%,38%,1%,+0.3,+3.7,380,278,453,197,1049,50,3160,212,401
1 season,,OKC,NBA,,78,2501,,,,90%,10%,+5.0,+4.8,32,21,89,20,80,8,262,13,55
1 season,,POR,NBA,,50,1623,,,,86%,14%,0.0,+2.9,28,17,55,25,68,6,197,13,39
1 season,,HOU,NBA,,10,294,,,,81%,19%,-11.7,-18.1,2,1,11,4,5,5,13,1,4
