,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,25,MIL,NBA,SG,18,768,,97%,3%,,,+4.6,+25.0,20,17,17,6,31,0,236,6,12
2004-05,29,SEA,NBA,SG,11,436,,66%,34%,,,-0.4,+4.8,16,13,9,5,23,0,92,4,7
2007-08,32,BOS,NBA,SG,26,987,,98%,2%,,,+7.8,+8.0,17,14,28,3,19,9,159,2,11
2008-09,33,BOS,NBA,SG,14,565,,72%,28%,1%,,+2.3,+9.6,9,13,22,2,18,2,80,3,11
2009-10,34,BOS,NBA,SG,24,925,,85%,15%,,,+2.9,-0.7,19,11,40,4,28,7,137,7,12
2010-11,35,BOS,NBA,SG,9,361,,90%,10%,,,+7.7,+36.7,7,2,11,0,6,2,48,3,7
2011-12,36,BOS,NBA,SG,18,616,,87%,13%,,,-1.5,-6.2,9,6,16,2,14,1,39,1,6
2012-13,37,MIA,NBA,SG,23,573,,57%,43%,,,+13.3,+12.6,14,6,16,4,16,1,69,6,6
2013-14,38,MIA,NBA,SG,20,527,1%,50%,49%,,,+4.8,+5.0,14,5,24,4,10,3,73,1,4
Career,,,NBA,,163,5758,,81%,19%,,,+4.7,+9.2,125,87,183,30,165,25,933,33,76
,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,BOS,NBA,,91,3454,,87%,12%,,,+3.9,+6.4,61,46,117,11,85,21,463,16,47
2 seasons,,MIA,NBA,,43,1100,,54%,46%,,,+9.3,+8.9,28,11,40,8,26,4,142,7,10
1 season,,MIL,NBA,,18,768,,97%,3%,,,+4.6,+25.0,20,17,17,6,31,0,236,6,12
1 season,,SEA,NBA,,11,436,,66%,34%,,,-0.4,+4.8,16,13,9,5,23,0,92,4,7
