Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,28,TOT,BAA,NA,58,NA,NA,161,495,0.325,136,234,0.581,NA,77,224,458
1948-49,28,FTW,BAA,NA,37,NA,NA,86,271,0.317,82,143,0.573,NA,51,135,254
1948-49,28,BOS,BAA,NA,21,NA,NA,75,224,0.335,54,91,0.593,NA,26,89,204
1949-50,29,BOS,NBA,NA,60,NA,NA,233,621,0.375,201,320,0.628,NA,100,251,667
Career,NA,,TOT,NA,118,NA,NA,394,1116,0.353,337,554,0.608,NA,177,475,1125
,NA,,NBA,NA,60,NA,NA,233,621,0.375,201,320,0.628,NA,100,251,667
,NA,,BAA,NA,58,NA,NA,161,495,0.325,136,234,0.581,NA,77,224,458
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,BOS,BAA,NA,81,NA,NA,308,845,0.364,255,411,0.62,NA,126,340,871
1 season,NA,FTW,BAA,NA,37,NA,NA,86,271,0.317,82,143,0.573,NA,51,135,254
