,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2009-10,22,MIL,NBA,PF,7,157,,,,82%,19%,-8.2,-7.9,6,2,10,0,9,4,7,2,1
2012-13,25,MIL,NBA,PF,4,117,,,,97%,3%,-5.5,+28.8,3,1,0,1,2,1,17,2,6
2014-15,27,MIL,NBA,PF,6,142,,,,100%,,-17.8,-11.0,4,0,5,1,3,1,7,0,3
2016-17,29,ATL,NBA,PF,6,90,,,,63%,37%,+5.3,+9.1,4,0,4,0,5,1,4,1,3
2017-18,30,PHI,NBA,PF,10,233,,,,60%,41%,+9.9,+13.6,4,3,13,0,7,0,26,3,6
2018-19,31,MIL,NBA,PF,15,272,,,11%,82%,8%,+15.6,+9.9,1,3,21,1,10,11,51,1,5
Career,,,NBA,,48,1011,,,3%,79%,18%,+2.5,+7.2,22,9,53,3,36,18,112,9,24
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,MIL,NBA,,32,688,,,4%,88%,8%,-0.3,+4.7,14,6,36,3,24,17,82,5,15
1 season,,PHI,NBA,,10,233,,,,60%,41%,+9.9,+13.6,4,3,13,0,7,0,26,3,6
1 season,,ATL,NBA,,6,90,,,,63%,37%,+5.3,+9.1,4,0,4,0,5,1,4,1,3
