,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2009-10,22,MIL,NBA,PF,7,157,.480,11.3,.720,.400,.120,.040,.160,.280,.528,.550,.667,.500,.375,.357,.632,.000,0,1.000,.214,.667,0,0
2012-13,25,MIL,NBA,PF,4,117,.435,12.2,.783,.348,.130,.087,.217,.217,.444,.625,.333,.500,.200,.400,.688,.000,0,.750,.100,1.000,0,0
2014-15,27,MIL,NBA,PF,6,142,.328,16.0,.623,.230,.066,.066,.262,.377,.395,.571,.000,.250,.375,.217,.733,.000,0,.800,.174,.000,0,0
2016-17,29,ATL,NBA,PF,6,90,.348,9.7,.783,.609,.000,.043,.130,.217,.389,.429,,.000,.333,.200,.714,.000,0,1.000,.000,,0,0
2017-18,30,PHI,NBA,PF,10,233,.429,11.9,.631,.440,.083,.048,.060,.369,.509,.595,.286,.250,.400,.290,.556,.000,0,1.000,.129,.000,0,0
2018-19,31,MIL,NBA,PF,15,272,.432,16.1,.506,.259,.099,.074,.074,.494,.561,.714,.250,.500,.500,.300,.609,.000,0,1.000,.200,.250,0,0
Career,,,NBA,,48,1011,.414,13.4,.643,.354,.090,.061,.139,.357,.482,.590,.323,.381,.354,.293,.636,.000,0,.944,.163,.250,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,MIL,NBA,,32,688,.416,14.3,.634,.298,.101,.067,.168,.366,.483,.620,.333,.438,.350,.299,.658,.000,0,.923,.184,.313,0,0
1 season,,PHI,NBA,,10,233,.429,11.9,.631,.440,.083,.048,.060,.369,.509,.595,.286,.250,.400,.290,.556,.000,0,1.000,.129,.000,0,0
1 season,,ATL,NBA,,6,90,.348,9.7,.783,.609,.000,.043,.130,.217,.389,.429,,.000,.333,.200,.714,.000,0,1.000,.000,,0,0
