Season,Team,Lg,Salary
1986-87,New York Knicks,NBA,"$500,000"
1987-88,New York Knicks,NBA,"$575,000"
1988-89,New York Knicks,NBA,"$660,000"
1990-91,New York Knicks,NBA,"$875,000"
1993-94,Washington Bullets,NBA,"$400,000"
1994-95,Washington Bullets,NBA,"$150,000"
Career,(may be incomplete),,"$3,160,000"
