,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2003-04,21,LAC,NBA,C,82,1843,,,,,100%,-6.4,-2.4,57,45,129,30,65,0,179,12,61
2004-05,22,LAC,NBA,C,63,1632,,,,,100%,-4.0,-5.3,36,41,110,18,54,0,156,14,42
2005-06,23,LAC,NBA,C,78,2560,,,,,100%,+2.8,+2.7,50,60,160,23,110,6,172,27,63
2006-07,24,LAC,NBA,C,75,2176,,,,,100%,-4.3,-8.1,38,44,142,28,106,4,170,30,44
2007-08,25,LAC,NBA,C,56,2083,,,,,100%,-6.2,+4.3,46,65,105,26,117,2,240,16,67
2008-09,26,LAC,NBA,C,31,921,,,,,100%,-9.4,+0.8,27,33,61,11,41,2,110,13,23
2009-10,27,LAC,NBA,C,76,2608,,,,,100%,-6.1,+2.7,76,74,133,26,143,4,274,33,66
2010-11,28,LAC,NBA,C,32,838,,,,,100%,-3.9,-0.3,13,22,45,7,28,0,99,7,21
2011-12,29,NOH,NBA,C,47,1372,,,,,100%,-2.7,+2.7,50,44,71,15,47,4,216,9,52
2012-13,30,DAL,NBA,C,66,1363,,,,,100%,-5.2,-6.8,27,52,79,10,45,2,117,9,28
2013-14,31,LAL,NBA,C,39,736,,,,2%,98%,-4.1,+2.4,24,30,60,11,29,1,139,6,18
2014-15,32,POR,NBA,C,74,1398,,,,12%,88%,-0.2,-6.8,33,47,85,12,53,1,164,16,35
2015-16,33,POR,NBA,C,16,112,,,,,100%,-14.0,-15.2,4,2,7,1,2,0,25,1,3
Career,,,NBA,,735,19642,,,,1%,99%,-3.9,-1.1,481,559,1187,218,840,26,2061,193,523
,,,,,,,,,,,,,,,,,,,,,,
8 seasons,,LAC,NBA,,493,14661,,,,,100%,-4.2,-0.5,343,384,885,169,664,18,1400,152,387
2 seasons,,POR,NBA,,90,1510,,,,11%,89%,-1.2,-7.4,37,49,92,13,55,1,189,17,38
1 season,,DAL,NBA,,66,1363,,,,,100%,-5.2,-6.8,27,52,79,10,45,2,117,9,28
1 season,,NOH,NBA,,47,1372,,,,,100%,-2.7,+2.7,50,44,71,15,47,4,216,9,52
1 season,,LAL,NBA,,39,736,,,,2%,98%,-4.1,+2.4,24,30,60,11,29,1,139,6,18
