Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2006-07,20,POR,NBA,PG,67,1,862,6.4,15.1,0.423,1.5,5.4,0.282,4.9,9.7,0.5,1.3,1.6,0.808,1.3,4.5,5.7,13.7,2.2,0.1,4.9,4.5,15.6,NA,102,111
2007-08,21,POR,NBA,PG,72,0,628,6,17,0.352,1.5,5,0.293,4.5,12,0.377,2.2,3.3,0.658,1.1,3.9,5,10.7,2.1,0,4.6,5,15.7,NA,90,110
2008-09,22,POR,NBA,PG,80,13,1225,5.8,14.9,0.392,1.7,5.2,0.325,4.2,9.7,0.428,2.8,3.5,0.792,1.9,3.9,5.9,12.9,2.4,0.1,5.4,6,16.1,NA,103,109
2009-10,23,TOT,NBA,PG,66,8,1048,8.1,17.1,0.476,1.6,4.4,0.352,6.6,12.7,0.519,3.3,4.5,0.731,1.2,3.2,4.3,10.3,2.4,0.2,5.6,4.1,21.2,NA,103,112
2009-10,23,SAC,NBA,PG,39,0,517,8.7,18.8,0.463,1.5,4.1,0.357,7.2,14.6,0.493,4.2,6.1,0.694,1.5,3.5,4.9,12,2.9,0.3,5.8,4.5,23.1,NA,104,110
2009-10,23,NYK,NBA,PG,27,8,531,7.6,15.5,0.491,1.6,4.7,0.347,6,10.8,0.554,2.4,3,0.806,0.9,2.9,3.8,8.8,2,0.2,5.3,3.7,19.2,NA,102,113
2016-17,30,PHI,NBA,PG,68,30,1518,6.7,17.2,0.392,3,8.1,0.365,3.8,9.1,0.415,0.6,0.9,0.667,0.7,4.4,5,11,1.6,0.1,4.1,3,17,NA,99,112
Career,NA,,NBA,,353,52,5281,6.7,16.3,0.409,2,5.9,0.337,4.7,10.4,0.451,1.9,2.6,0.739,1.2,4,5.2,11.7,2.1,0.1,4.9,4.4,17.3,NA,100,111
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,POR,NBA,,219,14,2715,6,15.4,0.391,1.6,5.2,0.304,4.5,10.2,0.436,2.2,2.8,0.759,1.5,4.1,5.6,12.7,2.3,0.1,5,5.3,15.8,NA,100,110
1 season,NA,PHI,NBA,,68,30,1518,6.7,17.2,0.392,3,8.1,0.365,3.8,9.1,0.415,0.6,0.9,0.667,0.7,4.4,5,11,1.6,0.1,4.1,3,17,NA,99,112
1 season,NA,SAC,NBA,,39,0,517,8.7,18.8,0.463,1.5,4.1,0.357,7.2,14.6,0.493,4.2,6.1,0.694,1.5,3.5,4.9,12,2.9,0.3,5.8,4.5,23.1,NA,104,110
1 season,NA,NYK,NBA,,27,8,531,7.6,15.5,0.491,1.6,4.7,0.347,6,10.8,0.554,2.4,3,0.806,0.9,2.9,3.8,8.8,2,0.2,5.3,3.7,19.2,NA,102,113
