Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2010-11,22,MIN,NBA,PF,1,0,11:44,1,3,0.333,0,0,NA,0,0,NA,0,4,1,0,0,1,0,2
2011-12,23,MIN,NBA,PF,1,0,18:24,7,12,0.583,2,4,0.5,1,3,0.333,2,7,1,3,0,1,0,17
2013-14,25,MIN,NBA,PF,1,1,32:46,5,11,0.455,2,7,0.286,1,4,0.25,1,9,2,1,0,1,0,13
2016-17,28,CLE,NBA,PF,NA,0,0:00,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0
2017-18,29,CLE,NBA,C,NA,0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Career,NA,,NBA,,3,1,63,13,26,0.5,4,11,0.364,2,7,0.286,3,20,4,4,0,3,0,32
