,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2008-09,20,MIN,NBA,C,81,2048,,,,41%,59%,-7.4,-3.6,41,33,114,20,154,9,179,26,78
2009-10,21,MIN,NBA,PF,60,1714,,,,95%,5%,-7.0,+5.3,51,30,70,16,118,10,284,19,60
2010-11,22,MIN,NBA,PF,73,2611,,,,75%,25%,-5.8,+3.7,59,46,66,23,213,11,401,41,96
2011-12,23,MIN,NBA,PF,55,2145,,,,55%,46%,+0.5,+7.9,41,46,56,23,178,8,257,32,65
2012-13,24,MIN,NBA,PF,18,618,,,,82%,18%,+0.3,+2.9,14,16,17,5,50,2,94,5,33
2013-14,25,MIN,NBA,PF,77,2797,,,,73%,27%,+5.6,+10.9,95,55,60,27,224,13,741,36,63
2014-15,26,CLE,NBA,PF,75,2532,,,,52%,48%,+7.4,+7.8,49,45,82,11,121,6,365,18,56
2015-16,27,CLE,NBA,PF,77,2424,,,,40%,60%,+8.8,+5.8,68,43,68,17,128,12,444,17,52
2016-17,28,CLE,NBA,PF,60,1885,,,,87%,13%,+8.1,+9.2,57,41,56,17,110,5,274,21,59
2017-18,29,CLE,NBA,C,59,1651,,,,2%,99%,+0.5,-0.8,42,20,52,12,90,8,242,14,50
2018-19,30,CLE,NBA,PF,22,598,,,,91%,9%,-3.5,+7.8,20,13,26,6,33,9,112,4,17
2019-20,31,CLE,NBA,PF,56,1780,,,5%,94%,2%,-8.8,-1.8,88,28,53,7,81,14,415,10,29
Career,,,NBA,,713,22803,,,,63%,37%,+0.6,+4.9,625,416,720,184,1500,107,3808,243,658
,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,MIN,NBA,,364,11933,,,,68%,32%,-2.1,+5.1,301,226,383,114,937,53,1956,159,395
6 seasons,,CLE,NBA,,349,10870,,,1%,57%,43%,+3.5,+4.7,324,190,337,70,563,54,1852,84,263
