Season,Team,Lg,Salary
2008-09,Minnesota Timberwolves,NBA,"$3,163,680"
2009-10,Minnesota Timberwolves,NBA,"$3,401,040"
2010-11,Minnesota Timberwolves,NBA,"$3,638,280"
2011-12,Minnesota Timberwolves,NBA,"$4,609,701"
2012-13,Minnesota Timberwolves,NBA,"$13,668,750"
2013-14,Minnesota Timberwolves,NBA,"$14,693,906"
2014-15,Cleveland Cavaliers,NBA,"$15,719,062"
2015-16,Cleveland Cavaliers,NBA,"$19,500,000"
2016-17,Cleveland Cavaliers,NBA,"$21,165,675"
2017-18,Cleveland Cavaliers,NBA,"$22,642,350"
2018-19,Cleveland Cavaliers,NBA,"$24,119,025"
Career,(may be incomplete),,"$146,321,469"
