Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Hamady N'Diaye,,0.1,0,0,NA
Gary Leonard,22.4,0.1,0,0,NA
Ruben Boumtje-Boumtje,-10.5,0.2,0,0,NA
Dan O'Sullivan,-41.2,0.1,0.1,0,0
Arinze Onuaku,-44.3,0.3,0,0,NA
Joe Cooper,-46.9,0.2,0.1,0,NA
Tom Riker,-59.9,0.2,0.2,0,NA
Mouhamed Sene,-61.5,0.2,0.2,0,NA
Oleksiy Pecherov,-69.0,0.5,0.1,0,NA
Patrick O'Bryant,-72.0,0.3,0.2,0,0
Geert Hammink,-76.3,0,0,0,NA
