,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1998-99,21,SAC,NBA,29:18,4,9,1,4,3,6,2,2,5,2,7,2,1,0,2,5,9,8.4
1999-00,22,SAC,NBA,33:38,7,11,3,4,4,7,2,3,1,4,4,2,1,0,3,2,19,15.9
2000-01,23,SAC,NBA,44:31,10,18,3,6,7,16,14,14,4,7,10,2,2,1,5,3,37,30.3
2001-02,24,SAC,NBA,43:21,11,22,4,7,10,15,9,9,4,9,12,2,3,0,3,3,30,21.7
2002-03,25,SAC,NBA,56:20,14,30,5,10,9,20,8,10,3,10,12,5,3,2,3,5,39,27.4
2003-04,26,SAC,NBA,48:44,10,25,5,13,8,19,8,8,4,9,11,5,3,1,3,4,29,24.8
2004-05,27,SAC,NBA,45:47,14,25,5,9,9,16,6,6,2,8,10,4,3,1,1,5,38,29.9
2005-06,28,TOT,NBA,25:52,5,11,0,2,5,9,4,5,0,5,5,3,1,1,1,2,12,9.4
2005-06,28,IND,NBA,25:52,5,11,0,2,5,9,4,5,0,5,5,3,1,1,1,2,12,9.4
2007-08,30,NOH,NBA,44:54,9,15,5,8,7,11,5,5,2,11,11,2,1,1,2,4,25,21.3
2008-09,31,NOH,NBA,41:28,5,12,4,6,4,6,6,6,2,3,5,1,2,1,2,4,17,10.5
2010-11,33,TOT,NBA,30:24,8,13,6,10,3,5,3,3,1,4,5,2,3,1,2,3,21,22.0
2010-11,33,DAL,NBA,30:24,8,13,6,10,3,5,3,3,1,4,5,2,3,1,2,3,21,22.0
Career,,,,56:20,14,30,6,13,10,20,14,14,5,11,12,5,3,2,5,5,39,30.3
7 Seasons,,SAC,NBA,56:20,14,30,5,13,10,20,14,14,5,10,12,5,3,2,5,5,39,30.3
1 Season,,DAL,NBA,30:24,8,13,6,10,3,5,3,3,1,4,5,2,3,1,2,3,21,22.0
2 Seasons,,NOH,NBA,44:54,9,15,5,8,7,11,6,6,2,11,11,2,2,1,2,4,25,21.3
1 Season,,IND,NBA,25:52,5,11,0,2,5,9,4,5,0,5,5,3,1,1,1,2,12,9.4
