,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1998-99,21,SAC,NBA,43:20,9,17,5,8,5,10,9,12,4,6,8,6,4,2,3,3,26,23.4
1999-00,22,SAC,NBA,45:37,11,23,4,10,11,15,7,8,4,9,10,5,3,1,3,4,30,25.3
2000-01,23,SAC,NBA,56:26,14,29,6,11,11,19,11,12,4,13,17,7,5,1,6,4,39,29.5
2001-02,24,SAC,NBA,48:51,13,23,7,10,11,18,12,14,4,10,12,7,3,2,6,5,36,30.7
2002-03,25,SAC,NBA,46:33,16,24,6,10,13,17,14,14,3,14,14,5,3,1,4,6,37,32.8
2003-04,26,SAC,NBA,50:03,13,25,7,13,10,16,14,16,6,11,12,7,6,1,6,5,41,33.2
2004-05,27,SAC,NBA,49:27,13,24,6,12,11,16,14,14,3,9,12,7,5,2,5,5,38,33.0
2005-06,28,TOT,NBA,45:47,13,22,7,11,8,14,13,13,5,11,13,6,3,2,4,6,34,26.8
2005-06,28,SAC,NBA,44:43,13,21,6,11,7,13,11,12,5,8,13,6,3,1,4,6,33,24.1
2005-06,28,IND,NBA,45:47,12,22,7,11,8,14,13,13,4,11,13,5,3,2,4,5,34,26.8
2006-07,29,NOK,NBA,38:23,15,22,5,10,10,14,7,8,3,8,9,2,2,1,5,4,42,33.5
2007-08,30,NOH,NBA,47:54,12,21,10,13,10,16,7,7,4,10,10,5,3,2,4,4,36,27.9
2008-09,31,NOH,NBA,46:00,10,22,7,12,8,15,8,8,3,9,11,5,4,1,3,6,28,22.1
2009-10,32,NOH,NBA,45:44,11,19,7,11,7,14,8,9,5,8,13,5,4,1,4,4,29,27.0
2010-11,33,TOT,NBA,31:17,8,13,5,8,4,6,2,2,3,5,5,5,2,1,2,3,22,18.1
2010-11,33,NOH,NBA,19:25,6,8,4,7,2,2,2,2,0,2,2,2,2,0,2,1,17,13.7
2010-11,33,TOR,NBA,16:06,5,7,3,4,2,3,2,2,0,2,2,1,0,0,2,0,13,9.4
2010-11,33,DAL,NBA,31:17,8,13,5,8,4,6,2,2,3,5,5,5,2,1,2,3,22,18.1
Career,,,,56:26,16,29,10,13,13,19,14,16,6,14,17,7,6,2,6,6,42,33.5
8 Seasons,,SAC,NBA,56:26,16,29,7,13,13,19,14,16,6,14,17,7,6,2,6,6,41,33.2
5 Seasons,,"NOH,NOK",NBA,47:54,15,22,10,13,10,16,8,9,5,10,13,5,4,2,5,6,42,33.5
1 Season,,IND,NBA,45:47,12,22,7,11,8,14,13,13,4,11,13,5,3,2,4,5,34,26.8
1 Season,,DAL,NBA,31:17,8,13,5,8,4,6,2,2,3,5,5,5,2,1,2,3,22,18.1
1 Season,,TOR,NBA,16:06,5,7,3,4,2,3,2,2,0,2,2,1,0,0,2,0,13,9.4
