,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,23,SAC,NBA,SF,8,307,.406,13.2,.797,.234,.156,.141,.266,.203,.422,.700,.200,.333,.353,.346,.442,.016,2,.778,.154,.750,1,0
2001-02,24,SAC,NBA,SF,10,338,.376,14.2,.639,.271,.113,.038,.218,.361,.435,.528,.400,.400,.345,.271,.595,.038,5,.923,.292,.357,0,0
2002-03,25,SAC,NBA,SF,12,486,.480,14.4,.653,.238,.104,.104,.208,.347,.492,.688,.381,.429,.357,.457,.615,.015,3,.844,.314,.500,0,0
2003-04,26,SAC,NBA,SF,12,517,.384,15.0,.631,.242,.066,.101,.222,.369,.424,.521,.231,.250,.455,.315,.566,.030,6,.957,.274,.250,0,0
2004-05,27,SAC,NBA,SF,5,203,.470,16.4,.639,.205,.060,.048,.325,.361,.528,.765,.400,.000,.481,.367,.607,.012,1,1.000,.167,.600,0,0
2005-06,28,IND,NBA,SF,2,51,.444,16.1,.833,.167,.000,.167,.500,.167,.533,.667,,.667,.444,.000,.625,.000,0,,.333,.000,0,0
2007-08,30,NOH,NBA,SF,12,455,.436,16.5,.617,.158,.090,.120,.248,.383,.366,.429,.417,.250,.364,.549,.800,.000,0,1.000,.176,.667,0,0
2008-09,31,NOH,NBA,SF,5,162,.367,17.8,.469,.163,.041,.122,.143,.531,.435,.625,.000,.333,.429,.308,.800,.000,0,1.000,.192,.400,0,0
2010-11,33,DAL,NBA,SF,19,350,.408,20.1,.358,.067,.067,.058,.167,.642,.465,.500,.375,.714,.400,.377,.750,.000,0,.966,.338,.346,1,0
Career,,,NBA,,85,2869,.420,15.6,.620,.206,.090,.094,.230,.380,.445,.598,.323,.350,.396,.379,.612,.016,17,.935,.262,.415,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,SAC,NBA,,47,1851,.422,14.6,.668,.241,.099,.091,.237,.332,.455,.620,.311,.324,.398,.356,.566,.023,17,.898,.263,.415,1,0
1 season,,DAL,NBA,,19,350,.408,20.1,.358,.067,.067,.058,.167,.642,.465,.500,.375,.714,.400,.377,.750,.000,0,.966,.338,.346,1,0
2 seasons,,NOH,NBA,,17,617,.418,16.8,.577,.159,.077,.121,.220,.423,.381,.483,.357,.273,.375,.468,.800,.000,0,1.000,.182,.571,0,0
1 season,,IND,NBA,,2,51,.444,16.1,.833,.167,.000,.167,.500,.167,.533,.667,,.667,.444,.000,.625,.000,0,,.333,.000,0,0
