Season,Team,Lg,Salary
1999-00,Sacramento Kings,NBA,"$1,310,400"
2000-01,Sacramento Kings,NBA,"$1,480,000"
2001-02,Sacramento Kings,NBA,"$5,000,000"
2002-03,Sacramento Kings,NBA,"$5,625,000"
2003-04,Sacramento Kings,NBA,"$6,250,000"
2004-05,Sacramento Kings,NBA,"$6,875,000"
2005-06,Sacramento Kings,NBA,"$7,500,000"
2006-07,New Orleans/Oklahoma City Hornets,NBA,"$10,800,000"
2007-08,New Orleans Hornets,NBA,"$11,664,000"
2008-09,New Orleans Hornets,NBA,"$12,528,000"
2009-10,New Orleans Hornets,NBA,"$13,392,000"
2010-11,Toronto Raptors,NBA,"$14,896,000"
2010-11,Dallas Mavericks,NBA,"$636,320"
Career,(may be incomplete),,"$97,956,720"
