Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1972-73,23,GSW,NBA,SG,6,NA,11.7,1.7,4.3,0.385,0.5,1,0.5,NA,NA,1.7,1.8,NA,NA,NA,0.7,3.8
1974-75,25,GSW,NBA,SG,17,NA,29.9,5.7,13.6,0.42,1.1,1.4,0.75,1.1,2.4,3.5,2.1,1.5,0.4,NA,3.2,12.5
1975-76,26,GSW,NBA,PG,13,NA,21.8,4,9.8,0.409,1.2,1.5,0.842,1.1,1.6,2.7,1.5,1.7,0,NA,3,9.2
1976-77,27,GSW,NBA,PG,10,NA,16.1,2.9,7.4,0.392,0.7,0.8,0.875,0.5,1,1.5,0.7,0.8,0.1,NA,1.6,6.5
1977-78,28,WSB,NBA,SG,21,NA,20.2,4.4,10.9,0.406,1.4,1.8,0.784,1,1.6,2.5,2.3,1.4,0,1.2,2.4,10.2
1978-79,29,WSB,NBA,SG,18,NA,15.3,2.2,6.6,0.336,0.4,0.7,0.538,0.7,1.2,1.9,1.2,0.2,0.2,0.6,2.1,4.8
Career,NA,,NBA,,85,NA,20.3,3.8,9.5,0.398,0.9,1.3,0.748,0.9,1.6,2.4,1.7,1.1,0.1,0.9,2.4,8.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,GSW,NBA,,46,NA,22.2,4.1,10,0.41,1,1.2,0.772,1,1.8,2.6,1.6,1.4,0.2,NA,2.5,9.1
2 seasons,NA,WSB,NBA,,39,NA,17.9,3.4,8.9,0.382,0.9,1.3,0.72,0.8,1.4,2.2,1.8,0.8,0.1,0.9,2.3,7.7
