Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1972-73,23,GSW,NBA,SG,70,NA,12.7,2.4,5.7,0.428,0.5,0.7,0.717,NA,NA,1.9,1.7,NA,NA,NA,1.5,5.4
1973-74,24,GSW,NBA,PG,59,NA,17.8,3.3,7.9,0.415,0.6,0.9,0.691,0.8,2.1,3,1.7,1.1,0.1,NA,1.9,7.2
1974-75,25,GSW,NBA,SG,79,NA,27.5,5,12.1,0.412,0.9,1.3,0.735,1.7,2.2,3.9,2.9,1.7,0.1,NA,2.6,10.9
1975-76,26,GSW,NBA,PG,81,NA,19.1,4.2,9,0.467,0.7,1,0.759,1,1.5,2.5,1.5,1.2,0.1,NA,2.2,9.2
1976-77,27,GSW,NBA,PG,79,NA,15.1,3.2,7.4,0.437,0.6,0.9,0.71,0.6,1.2,1.8,1.2,1,0.1,NA,1.7,7.1
1977-78,28,TOT,NBA,SG,71,NA,18.3,3.3,8.2,0.408,0.7,0.9,0.803,0.6,1.6,2.2,1.8,0.9,0.1,1,1.8,7.4
1977-78,28,GSW,NBA,SG,32,NA,15.4,3,7.3,0.409,0.2,0.3,0.7,0.7,1.2,1.9,1.5,1,0.1,0.7,1.7,6.2
1977-78,28,WSB,NBA,SG,39,NA,20.7,3.6,8.9,0.408,1.1,1.3,0.824,0.5,1.9,2.4,2.1,0.8,0,1.3,1.9,8.3
1978-79,29,WSB,NBA,SG,82,NA,22.2,4.2,9.6,0.435,0.8,1,0.848,0.9,1.6,2.5,2.2,1.2,0.1,1.1,2,9.2
Career,NA,,NBA,,521,NA,19.1,3.7,8.7,0.429,0.7,0.9,0.756,0.9,1.7,2.5,1.9,1.2,0.1,1,2,8.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,GSW,NBA,,400,NA,18.4,3.6,8.4,0.43,0.7,0.9,0.726,1,1.7,2.6,1.8,1.2,0.1,0.7,2,7.9
2 seasons,NA,WSB,NBA,,121,NA,21.7,4,9.4,0.427,0.9,1.1,0.838,0.7,1.7,2.4,2.1,1,0.1,1.1,2,8.9
