Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1972-73,23,GSW,NBA,SG,70,NA,887,171,400,0.428,33,46,0.717,NA,NA,132,118,NA,NA,NA,105,375
1973-74,24,GSW,NBA,PG,59,NA,1051,194,468,0.415,38,55,0.691,49,126,175,102,62,7,NA,111,426
1974-75,25,GSW,NBA,SG,79,NA,2171,394,957,0.412,75,102,0.735,134,177,311,233,138,8,NA,204,863
1975-76,26,GSW,NBA,PG,81,NA,1549,342,732,0.467,60,79,0.759,77,125,202,122,100,7,NA,178,744
1976-77,27,GSW,NBA,PG,79,NA,1196,255,583,0.437,49,69,0.71,50,91,141,91,77,7,NA,134,559
1977-78,28,TOT,NBA,SG,71,NA,1299,237,581,0.408,49,61,0.803,43,112,155,130,62,5,73,129,523
1977-78,28,GSW,NBA,SG,32,NA,492,96,235,0.409,7,10,0.7,23,39,62,48,31,4,23,53,199
1977-78,28,WSB,NBA,SG,39,NA,807,141,346,0.408,42,51,0.824,20,73,93,82,31,1,50,76,324
1978-79,29,WSB,NBA,SG,82,NA,1819,342,786,0.435,67,79,0.848,70,132,202,177,95,6,87,161,751
Career,NA,,NBA,,521,NA,9972,1935,4507,0.429,371,491,0.756,423,763,1318,973,534,40,160,1022,4241
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,GSW,NBA,,400,NA,7346,1452,3375,0.43,262,361,0.726,333,558,1023,714,408,33,23,785,3166
2 seasons,NA,WSB,NBA,,121,NA,2626,483,1132,0.427,109,130,0.838,90,205,295,259,126,7,137,237,1075
