Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1972-73,23,GSW,NBA,SG,6,NA,70,5.1,13.4,0.385,1.5,3.1,0.5,NA,NA,5.1,5.7,NA,NA,NA,2.1,11.8
1974-75,25,GSW,NBA,SG,17,NA,508,6.9,16.4,0.42,1.3,1.7,0.75,1.3,2.9,4.3,2.5,1.8,0.4,NA,3.8,15
1975-76,26,GSW,NBA,PG,13,NA,284,6.6,16.1,0.409,2,2.4,0.842,1.8,2.7,4.4,2.5,2.8,0,NA,4.9,15.2
1976-77,27,GSW,NBA,PG,10,NA,161,6.5,16.5,0.392,1.6,1.8,0.875,1.1,2.2,3.4,1.6,1.8,0.2,NA,3.6,14.5
1977-78,28,WSB,NBA,SG,21,NA,425,7.9,19.4,0.406,2.5,3.1,0.784,1.7,2.8,4.5,4.1,2.5,0,2.2,4.3,18.2
1978-79,29,WSB,NBA,SG,18,NA,275,5.2,15.6,0.336,0.9,1.7,0.538,1.7,2.7,4.5,2.7,0.4,0.4,1.4,4.8,11.4
Career,NA,,NBA,,85,NA,1723,6.7,16.8,0.398,1.7,2.2,0.748,1.5,2.7,4.3,3,1.9,0.2,1.9,4.2,15.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,GSW,NBA,,46,NA,1023,6.6,16.1,0.41,1.5,2,0.772,1.4,2.7,4.2,2.6,2.1,0.3,NA,4,14.8
2 seasons,NA,WSB,NBA,,39,NA,700,6.8,17.9,0.382,1.9,2.6,0.72,1.7,2.8,4.5,3.5,1.7,0.2,1.9,4.5,15.5
