Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1993-94,21,PHI,NBA,C,49,1385,11.6,0.446,0.006,0.342,7.7,16.5,12.1,11.1,1.6,6.4,20.8,22.4,NA,-2.7,1.6,-1.1,-0.039,NA,-5.1,1.7,-3.4,-0.5
1994-95,22,PHI,NBA,C,82,2365,14.8,0.489,0.004,0.335,11.9,20.7,16.2,3.7,1.2,8.5,15.2,17.7,NA,-0.1,3.6,3.5,0.071,NA,-3,1.6,-1.4,0.3
1995-96,23,TOT,NBA,C,79,2329,15.7,0.481,0.005,0.282,10.3,20.4,15.2,4.9,1.1,9.4,15.4,21.8,NA,-1.1,4.1,3,0.062,NA,-3.2,1.7,-1.4,0.3
1995-96,23,PHI,NBA,C,12,334,13.4,0.486,0,0.258,11.4,25.6,18.3,4.1,1.2,8.4,22.3,18.6,NA,-0.4,0.4,0,0.005,NA,-4.7,1.3,-3.4,-0.1
1995-96,23,NJN,NBA,C,67,1995,16.1,0.48,0.005,0.285,10.1,19.5,14.7,5,1.1,9.6,14.5,22.4,NA,-0.7,3.7,3,0.071,NA,-2.9,1.8,-1.1,0.4
1996-97,24,TOT,NBA,C,73,2288,16.5,0.478,0.009,0.252,10.4,19.8,14.9,4.2,0.9,8.3,11.8,22.1,NA,0,3,3,0.062,NA,-1.9,0.8,-1.1,0.5
1996-97,24,NJN,NBA,C,40,1228,16.3,0.47,0.011,0.268,9.8,19.4,14.3,2.7,1,9.8,11.2,19.9,NA,0.2,1.6,1.8,0.071,NA,-1.9,1.2,-0.6,0.4
1996-97,24,DAL,NBA,C,33,1060,16.7,0.486,0.007,0.236,11.1,20.4,15.7,5.9,0.9,6.5,12.4,24.5,NA,-0.2,1.3,1.2,0.052,NA,-1.8,0.2,-1.6,0.1
1997-98,25,DAL,NBA,C,64,1822,17.7,0.463,0.004,0.253,9.8,22.1,15.8,5.9,1.5,8.2,10.8,22.3,NA,0,3,2.9,0.077,NA,-2.1,1.6,-0.4,0.7
1998-99,26,DAL,NBA,C,49,1294,19.6,0.527,0.011,0.33,11.2,22.9,17,5.2,1.5,8.9,12.3,16.1,NA,2.1,2.2,4.2,0.157,NA,0,2.3,2.3,1.4
1999-00,27,DAL,NBA,C,77,1901,17,0.521,0.009,0.268,9.1,18.9,14,4.7,1.9,6.8,10.7,16.1,NA,2.3,2.7,5.1,0.128,NA,-1,1.9,0.8,1.4
2000-01,28,DAL,NBA,C,82,2001,16.2,0.551,0.013,0.398,9.2,24.4,17,2.8,0.9,8.1,14.3,13.9,NA,2.5,3.8,6.3,0.151,NA,-1,2.5,1.6,1.8
2001-02,29,DAL,NBA,C,53,757,14.6,0.562,0.006,0.393,7.9,17.8,12.9,3.8,1.9,6,11.6,12.9,NA,1.3,1,2.3,0.144,NA,-1.8,2.1,0.3,0.4
2002-03,30,DAL,NBA,C,81,1731,18.3,0.601,0.003,0.467,9.6,20.7,15.1,4.6,1.9,7.3,12.9,13.6,NA,3.9,3.5,7.4,0.204,NA,-0.4,3,2.6,2
2003-04,31,DAL,NBA,C,66,773,15.6,0.523,0.005,0.261,9.9,14.6,12.2,3.6,2.2,7.1,7.5,12.8,NA,1.5,0.9,2.3,0.145,NA,-1.5,1.6,0.1,0.4
2004-05,32,DAL,NBA,C,77,885,11,0.494,0,0.339,9,17.8,13.5,2.5,1.5,5.3,13.4,12.5,NA,0.4,1.5,1.9,0.102,NA,-3.6,1.6,-2,0
Career,NA,,NBA,,832,19531,16,0.5,0.007,0.311,9.9,20.2,15,4.7,1.4,7.8,13.6,17.8,NA,9.9,30.8,40.7,0.1,NA,-2,1.8,-0.2,8.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9 seasons,NA,DAL,NBA,,582,12224,16.7,0.519,0.007,0.315,9.7,20.7,15.2,4.4,1.5,7.4,11.9,16.4,NA,13.6,19.9,33.5,0.132,NA,-1.3,2,0.7,8.3
3 seasons,NA,PHI,NBA,,143,4084,13.6,0.472,0.005,0.332,10.4,19.7,15,6.2,1.4,7.8,17.9,19.4,NA,-3.2,5.6,2.4,0.028,NA,-3.9,1.6,-2.3,-0.3
2 seasons,NA,NJN,NBA,,107,3223,16.2,0.477,0.007,0.278,10,19.5,14.5,4.1,1,9.6,13.3,21.4,NA,-0.6,5.3,4.8,0.071,NA,-2.5,1.6,-0.9,0.9
