Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1981-82,22,LAL,NBA,SF,39,0,352,80,172,0.465,0,4,0,80,168,0.476,0.465,31,53,0.585,34,15,49,16,18,3,34,59,191
1982-83,23,LAL,NBA,SF,39,7,381,69,163,0.423,1,7,0.143,68,156,0.436,0.426,17,23,0.739,33,20,53,26,11,5,27,50,156
1983-84,24,LAL,NBA,SF,77,45,1425,347,584,0.594,2,12,0.167,345,572,0.603,0.596,61,113,0.54,117,76,193,81,49,6,111,176,757
1984-85,25,LAL,NBA,SF,76,3,1170,329,612,0.538,22,61,0.361,307,551,0.557,0.556,94,160,0.588,97,68,165,71,39,7,81,147,774
1985-86,26,LAL,NBA,SF,71,19,1213,252,544,0.463,41,114,0.36,211,430,0.491,0.501,42,64,0.656,51,89,140,83,53,7,70,131,587
1986-87,27,ATL,NBA,SF,76,6,1420,311,677,0.459,86,229,0.376,225,448,0.502,0.523,80,137,0.584,71,88,159,149,61,2,104,156,788
1987-88,28,TOT,NBA,SF-SG,48,0,1003,223,530,0.421,53,160,0.331,170,370,0.459,0.471,76,102,0.745,55,73,128,71,52,6,65,81,575
1987-88,28,ATL,NBA,SG,11,0,117,22,52,0.423,5,19,0.263,17,33,0.515,0.471,2,6,0.333,4,12,16,13,5,0,7,6,51
1987-88,28,SAC,NBA,SF,37,0,886,201,478,0.421,48,141,0.34,153,337,0.454,0.471,74,96,0.771,51,61,112,58,47,6,58,75,524
1988-89,29,NJN,NBA,SG,80,49,2027,434,917,0.473,93,255,0.365,341,662,0.515,0.524,77,144,0.535,73,116,189,116,80,12,124,184,1038
1989-90,30,PHO,NBA,SF,14,7,280,42,87,0.483,8,23,0.348,34,64,0.531,0.529,10,21,0.476,11,25,36,16,8,1,14,28,102
Career,NA,,NBA,,520,136,9271,2087,4286,0.487,306,865,0.354,1781,3421,0.521,0.523,488,817,0.597,542,570,1112,629,371,49,630,1012,4968
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,LAL,NBA,,302,74,4541,1077,2075,0.519,66,198,0.333,1011,1877,0.539,0.535,245,413,0.593,332,268,600,277,170,28,323,563,2465
2 seasons,NA,ATL,NBA,,87,6,1537,333,729,0.457,91,248,0.367,242,481,0.503,0.519,82,143,0.573,75,100,175,162,66,2,111,162,839
1 season,NA,NJN,NBA,,80,49,2027,434,917,0.473,93,255,0.365,341,662,0.515,0.524,77,144,0.535,73,116,189,116,80,12,124,184,1038
1 season,NA,SAC,NBA,,37,0,886,201,478,0.421,48,141,0.34,153,337,0.454,0.471,74,96,0.771,51,61,112,58,47,6,58,75,524
1 season,NA,PHO,NBA,,14,7,280,42,87,0.483,8,23,0.348,34,64,0.531,0.529,10,21,0.476,11,25,36,16,8,1,14,28,102
