,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1956-57,22,BOS,NBA,,12,,10,13,,,6,30
1957-58,23,BOS,NBA,,14,,9,15,,,6,32
1958-59,24,BOS,NBA,,13,,14,19,,,6,32
1959-60,25,BOS,NBA,,14,,10,17,,,5,32
1960-61,26,BOS,NBA,,17,,10,14,40,,5,37
1961-62,27,BOS,NBA,,13,,11,16,39,,,35
1962-63,28,BOS,NBA,,13,,13,17,43,,,31
1963-64,29,BOS,NBA,,11,,9,13,,,,28
1964-65,30,BOS,NBA,,11,,8,12,49,,,27
1965-66,31,BOS,NBA,,12,,9,13,36,,,28
1966-67,32,BOS,NBA,,11,,12,17,,,,28
1967-68,33,BOS,NBA,,17,,11,17,33,,,37
1968-69,34,BOS,NBA,,8,,9,16,,,,23
Career,,,,,17,,14,19,,,,37
