,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1956-57,22,BOS,NBA,,7,18,7,12,32,,6,20
1957-58,23,BOS,NBA,,7,21,8,13,40,,4,22
1958-59,24,BOS,NBA,,9,24,9,12,32,,6,25
1959-60,25,BOS,NBA,,12,26,8,10,40,7,6,26
1960-61,26,BOS,NBA,,11,23,12,17,39,9,4,30
1961-62,27,BOS,NBA,,12,26,14,17,40,10,5,31
1962-63,28,BOS,NBA,,10,20,10,14,38,,4,26
1963-64,29,BOS,NBA,,9,19,7,10,35,,5,22
1964-65,30,BOS,NBA,,10,19,10,11,32,10,6,23
1965-66,31,BOS,NBA,,13,,8,12,32,,,32
1966-67,32,BOS,NBA,,7,14,6,9,29,9,6,20
1967-68,33,BOS,NBA,,9,,9,19,34,,6,25
1968-69,34,BOS,NBA,,10,22,5,9,29,13,6,25
Career,,,,,13,,14,19,40,,,32
