Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1956-57,22,BOS,NBA,C,10,NA,409,4.8,13,0.365,2.7,5.4,0.508,21.5,2.8,3.6,12.2
1957-58,23,BOS,NBA,C,9,NA,355,4.9,13.5,0.361,4.1,6.7,0.606,22.4,2.4,2.4,13.8
1958-59,24,BOS,NBA,C,11,NA,496,4.7,11.5,0.409,3,4.9,0.612,22.1,2.9,2,12.4
1959-60,25,BOS,NBA,C,13,NA,572,5.9,13,0.456,3.3,4.7,0.707,21.1,2.4,2.4,15.2
1960-61,26,BOS,NBA,C,10,NA,462,5.7,13.3,0.427,3.5,6.7,0.523,23.3,3.7,1.9,14.9
1961-62,27,BOS,NBA,C,14,NA,672,6.2,13.6,0.458,4.4,6.1,0.726,19.8,3.7,2.6,16.8
1962-63,28,BOS,NBA,C,13,NA,617,5.6,12.4,0.453,4.2,6.4,0.661,19,3.9,2.1,15.4
1963-64,29,BOS,NBA,C,10,NA,451,3.8,10.5,0.356,3,5.3,0.552,21.7,3.5,2.6,10.5
1964-65,30,BOS,NBA,C,12,NA,561,5.1,9.6,0.527,2.6,4.9,0.526,19.4,4.9,2.8,12.7
1965-66,31,BOS,NBA,C,17,NA,814,5.5,11.5,0.475,3.4,5.4,0.618,18.9,3.8,2.7,14.3
1966-67,32,BOS,NBA,C,9,NA,390,2.9,7.9,0.36,3,4.8,0.635,18.3,4.6,3,8.8
1967-68,33,BOS,NBA,C,19,NA,869,4.1,10,0.409,3.1,5.4,0.585,18,4.1,3,11.4
1968-69,34,BOS,NBA,C,18,NA,829,3.3,7.9,0.423,1.8,3.5,0.506,16,4.3,2.8,8.5
Career,NA,,NBA,,165,NA,7497,4.8,11.2,0.43,3.2,5.3,0.603,19.7,3.7,2.6,12.8
