Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1949-50,27,DNN,NBA,NA,26,NA,NA,0.379,0.329,NA,NA,NA,NA,NA,0.1,-0.3,-0.2,NA
Career,NA,,NBA,NA,26,NA,NA,0.379,0.329,NA,NA,NA,NA,NA,0.1,-0.3,-0.2,NA
