,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2000-01,23,LAL,NBA,PG,38,468,.427,15.4,.709,.222,.068,.120,.299,.291,.470,.577,.625,.571,.314,.324,.359,.000,0,.818,.265,.444,1,0
2001-02,24,WAS,NBA,PG,71,1458,.427,15.4,.729,.163,.121,.171,.273,.271,.420,.576,.254,.393,.415,.447,.182,.000,0,.619,.099,.571,0,0
2002-03,25,WAS,NBA,PG,75,1986,.433,16.9,.693,.119,.070,.176,.328,.307,.474,.588,.375,.455,.463,.341,.340,.002,1,.900,.159,.393,0,0
2003-04,26,ORL,NBA,PG,76,2332,.433,16.5,.707,.134,.094,.139,.340,.293,.453,.510,.418,.444,.444,.383,.240,.000,0,.863,.139,.414,0,0
2004-05,27,TOT,NBA,PG,70,2007,.451,14.0,.763,.232,.113,.138,.280,.237,.481,.520,.432,.422,.497,.355,.175,.000,0,.800,.168,.308,0,0
2004-05,27,HOU,NBA,PG,21,479,.393,15.7,.631,.197,.115,.107,.213,.369,.429,.458,.500,.385,.385,.333,.273,.000,0,.933,.356,.313,0,0
2004-05,27,ATL,NBA,PG,49,1528,.464,13.6,.793,.241,.113,.145,.295,.207,.491,.531,.417,.429,.516,.364,.159,.000,0,.750,.091,.300,0,0
2005-06,28,ATL,NBA,PG,51,1234,.459,15.4,.696,.215,.086,.117,.278,.304,.460,.422,.361,.429,.534,.457,.216,.000,0,.569,.102,.385,1,0
2006-07,29,ATL,NBA,PG,56,1488,.416,16.6,.693,.177,.048,.120,.347,.307,.446,.538,.360,.492,.396,.348,.241,.000,0,.786,.087,.214,1,0
2007-08,30,TOT,NBA,PG,50,736,.447,17.3,.660,.146,.079,.103,.332,.340,.443,.514,.450,.385,.429,.453,.216,.000,0,.744,.093,.500,1,0
2007-08,30,ATL,NBA,PG,33,564,.439,17.6,.648,.143,.061,.102,.342,.352,.441,.500,.417,.400,.433,.435,.214,.000,0,.700,.072,.400,0,0
2007-08,30,DAL,NBA,PG,17,172,.474,16.5,.702,.158,.140,.105,.298,.298,.450,.556,.500,.333,.412,.529,.222,.000,0,.889,.176,.667,1,0
2008-09,31,TOT,NBA,PG,44,521,.438,17.6,.617,.093,.093,.154,.278,.383,.440,.267,.267,.440,.556,.435,.250,.000,0,.704,.226,.429,0,0
2008-09,31,MIL,NBA,PG,30,392,.454,17.6,.622,.101,.101,.134,.286,.378,.446,.250,.333,.375,.588,.467,.273,.000,0,.714,.200,.556,0,0
2008-09,31,ORL,NBA,PG,14,129,.395,17.7,.605,.070,.070,.209,.256,.395,.423,.333,.000,.556,.455,.353,.182,.000,0,.667,.294,.200,0,0
Career,,,NBA,,531,12230,.437,15.9,.707,.168,.088,.141,.310,.293,.456,.518,.376,.439,.452,.390,.236,.000,1,.757,.135,.394,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,ATL,NBA,,189,4814,.445,15.4,.720,.203,.080,.125,.313,.280,.465,.501,.391,.445,.467,.394,.202,.000,0,.696,.090,.310,2,0
2 seasons,,WAS,NBA,,146,3444,.430,16.2,.710,.140,.094,.174,.302,.290,.447,.582,.301,.426,.442,.388,.268,.001,1,.756,.132,.452,0,0
2 seasons,,ORL,NBA,,90,2461,.431,16.5,.701,.131,.092,.143,.336,.299,.452,.505,.400,.454,.445,.381,.238,.000,0,.849,.150,.382,0,0
1 season,,LAL,NBA,,38,468,.427,15.4,.709,.222,.068,.120,.299,.291,.470,.577,.625,.571,.314,.324,.359,.000,0,.818,.265,.444,1,0
1 season,,MIL,NBA,,30,392,.454,17.6,.622,.101,.101,.134,.286,.378,.446,.250,.333,.375,.588,.467,.273,.000,0,.714,.200,.556,0,0
1 season,,HOU,NBA,,21,479,.393,15.7,.631,.197,.115,.107,.213,.369,.429,.458,.500,.385,.385,.333,.273,.000,0,.933,.356,.313,0,0
1 season,,DAL,NBA,,17,172,.474,16.5,.702,.158,.140,.105,.298,.298,.450,.556,.500,.333,.412,.529,.222,.000,0,.889,.176,.667,1,0
