Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1975-76,23,KCK,NBA,SG,66,NA,1145,6.9,16.7,0.412,3.4,4.6,0.726,3.1,4.4,7.4,2.7,1.9,0.5,NA,5.7,17.1,NA,NA,101
1976-77,24,KCK,NBA,SG,41,NA,289,10.5,24.2,0.432,3.6,5,0.719,4.4,4.8,9.2,3.9,2,0.5,NA,6.9,24.5,NA,NA,100
1977-78,25,TOT,NBA,SG,5,NA,13,0,24.4,0,0,0,NA,3.5,0,3.5,3.5,3.5,0,3.5,10.4,0,NA,16,103
1977-78,25,CHI,NBA,SG,2,NA,4,0,23.6,0,0,0,NA,0,0,0,0,0,0,11.8,0,0,NA,0,111
1977-78,25,KCK,NBA,SG,3,NA,9,0,24.7,0,0,0,NA,4.9,0,4.9,4.9,4.9,0,0,14.8,0,NA,26,100
Career,NA,,NBA,,112,NA,1447,7.5,18.2,0.412,3.4,4.7,0.725,3.3,4.4,7.7,2.9,1.9,0.5,0,6,18.4,NA,16,101
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,KCK,NBA,,110,NA,1443,7.5,18.2,0.414,3.4,4.7,0.725,3.3,4.4,7.8,2.9,1.9,0.5,0,6,18.5,NA,26,101
1 season,NA,CHI,NBA,,2,NA,4,0,23.6,0,0,0,NA,0,0,0,0,0,0,11.8,0,0,NA,0,111
