Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Glenn Hansen,,0.8,0.4,-0.1
Raymond Townsend,95.6,0.8,0.4,-0.2
Andre McCarter,80.2,0.8,0.3,0
Acie Law,79.7,0.7,0.6,-0.1
Sergey Karasev,79.5,0.7,0.3,-0.1
Greg Graham,75.0,0.8,0.3,0.1
Greg Sutton,72.6,0.8,0.2,-0.1
Tate George,70.8,1.1,0.4,-0.1
Jim Farmer,70.5,0.7,0.4,-0.4
Joe Harris,69.5,0.8,0.2,0
Charlie Davis,68.6,0.8,0.7,-0.1
